seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score
10,10,3,0.5935
11,10,3,0.5935
12,10,3,0.5935
13,10,3,0.5935
14,10,3,0.5935
15,10,3,0.5935
16,10,3,0.5935
17,10,3,0.5935
18,10,3,0.5935
19,10,3,0.5935
20,10,3,0.5935
21,10,3,0.5935
22,10,3,0.5935
23,10,3,0.5935
24,10,3,0.5935
25,10,3,0.5935
26,10,3,0.5935
27,10,3,0.5935
28,10,3,0.5935
29,10,3,0.5935
30,10,3,0.5935
10,11,3,0.6018
11,11,3,0.5646
12,11,3,0.5646
13,11,3,0.5646
14,11,3,0.5646
15,11,3,0.5646
16,11,3,0.5646
17,11,3,0.5646
18,11,3,0.5646
19,11,3,0.5646
20,11,3,0.5646
21,11,3,0.5646
22,11,3,0.5646
23,11,3,0.5646
24,11,3,0.5646
25,11,3,0.5646
26,11,3,0.5646
27,11,3,0.5646
28,11,3,0.5646
29,11,3,0.5646
30,11,3,0.5646
10,12,3,0.6028
11,12,3,0.568
12,12,3,0.56
13,12,3,0.56
14,12,3,0.56
15,12,3,0.56
16,12,3,0.56
17,12,3,0.56
18,12,3,0.56
19,12,3,0.56
20,12,3,0.56
21,12,3,0.56
22,12,3,0.56
23,12,3,0.56
24,12,3,0.56
25,12,3,0.56
26,12,3,0.56
27,12,3,0.56
28,12,3,0.56
29,12,3,0.56
30,12,3,0.56
10,13,3,0.6003
11,13,3,0.5655
12,13,3,0.5595
13,13,3,0.5584
14,13,3,0.5584
15,13,3,0.5584
16,13,3,0.5584
17,13,3,0.5584
18,13,3,0.5584
19,13,3,0.5584
20,13,3,0.5584
21,13,3,0.5584
22,13,3,0.5584
23,13,3,0.5584
24,13,3,0.5584
25,13,3,0.5584
26,13,3,0.5584
27,13,3,0.5584
28,13,3,0.5584
29,13,3,0.5584
30,13,3,0.5584
10,14,3,0.592
11,14,3,0.5627
12,14,3,0.5597
13,14,3,0.5585
14,14,3,0.5578
15,14,3,0.5578
16,14,3,0.5578
17,14,3,0.5578
18,14,3,0.5578
19,14,3,0.5578
20,14,3,0.5578
21,14,3,0.5578
22,14,3,0.5578
23,14,3,0.5578
24,14,3,0.5578
25,14,3,0.5578
26,14,3,0.5578
27,14,3,0.5578
28,14,3,0.5578
29,14,3,0.5578
30,14,3,0.5578
10,15,3,0.5865
11,15,3,0.5612
12,15,3,0.5597
13,15,3,0.5582
14,15,3,0.5576
15,15,3,0.5575
16,15,3,0.5575
17,15,3,0.5575
18,15,3,0.5575
19,15,3,0.5575
20,15,3,0.5575
21,15,3,0.5575
22,15,3,0.5575
23,15,3,0.5575
24,15,3,0.5575
25,15,3,0.5575
26,15,3,0.5575
27,15,3,0.5575
28,15,3,0.5575
29,15,3,0.5575
30,15,3,0.5575
10,16,3,0.5814
11,16,3,0.5614
12,16,3,0.5589
13,16,3,0.5581
14,16,3,0.5575
15,16,3,0.5575
16,16,3,0.558
17,16,3,0.558
18,16,3,0.558
19,16,3,0.558
20,16,3,0.558
21,16,3,0.558
22,16,3,0.558
23,16,3,0.558
24,16,3,0.558
25,16,3,0.558
26,16,3,0.558
27,16,3,0.558
28,16,3,0.558
29,16,3,0.558
30,16,3,0.558
10,17,3,0.579
11,17,3,0.5628
12,17,3,0.5581
13,17,3,0.5585
14,17,3,0.5577
15,17,3,0.5577
16,17,3,0.5583
17,17,3,0.5577
18,17,3,0.5577
19,17,3,0.5577
20,17,3,0.5577
21,17,3,0.5577
22,17,3,0.5577
23,17,3,0.5577
24,17,3,0.5577
25,17,3,0.5577
26,17,3,0.5577
27,17,3,0.5577
28,17,3,0.5577
29,17,3,0.5577
30,17,3,0.5577
10,18,3,0.5782
11,18,3,0.5608
12,18,3,0.5589
13,18,3,0.5583
14,18,3,0.558
15,18,3,0.5578
16,18,3,0.5584
17,18,3,0.5578
18,18,3,0.5582
19,18,3,0.5582
20,18,3,0.5582
21,18,3,0.5582
22,18,3,0.5582
23,18,3,0.5582
24,18,3,0.5582
25,18,3,0.5582
26,18,3,0.5582
27,18,3,0.5582
28,18,3,0.5582
29,18,3,0.5582
30,18,3,0.5582
10,19,3,0.5802
11,19,3,0.5599
12,19,3,0.5588
13,19,3,0.5589
14,19,3,0.5578
15,19,3,0.5581
16,19,3,0.5585
17,19,3,0.5582
18,19,3,0.5581
19,19,3,0.5582
20,19,3,0.5582
21,19,3,0.5582
22,19,3,0.5582
23,19,3,0.5582
24,19,3,0.5582
25,19,3,0.5582
26,19,3,0.5582
27,19,3,0.5582
28,19,3,0.5582
29,19,3,0.5582
30,19,3,0.5582
10,20,3,0.5779
11,20,3,0.5595
12,20,3,0.5587
13,20,3,0.5586
14,20,3,0.5577
15,20,3,0.5581
16,20,3,0.5583
17,20,3,0.5586
18,20,3,0.5582
19,20,3,0.5585
20,20,3,0.5583
21,20,3,0.5583
22,20,3,0.5583
23,20,3,0.5583
24,20,3,0.5583
25,20,3,0.5583
26,20,3,0.5583
27,20,3,0.5583
28,20,3,0.5583
29,20,3,0.5583
30,20,3,0.5583
10,21,3,0.5758
11,21,3,0.5604
12,21,3,0.5586
13,21,3,0.5586
14,21,3,0.5581
15,21,3,0.5578
16,21,3,0.5588
17,21,3,0.5585
18,21,3,0.5589
19,21,3,0.5583
20,21,3,0.5586
21,21,3,0.5588
22,21,3,0.5588
23,21,3,0.5588
24,21,3,0.5588
25,21,3,0.5588
26,21,3,0.5588
27,21,3,0.5588
28,21,3,0.5588
29,21,3,0.5588
30,21,3,0.5588
10,22,3,0.5729
11,22,3,0.5616
12,22,3,0.5592
13,22,3,0.5588
14,22,3,0.5585
15,22,3,0.5579
16,22,3,0.5589
17,22,3,0.5581
18,22,3,0.5588
19,22,3,0.5583
20,22,3,0.5585
21,22,3,0.5587
22,22,3,0.5588
23,22,3,0.5588
24,22,3,0.5588
25,22,3,0.5588
26,22,3,0.5588
27,22,3,0.5588
28,22,3,0.5588
29,22,3,0.5588
30,22,3,0.5588
10,23,3,0.5708
11,23,3,0.5624
12,23,3,0.5606
13,23,3,0.5589
14,23,3,0.559
15,23,3,0.558
16,23,3,0.5587
17,23,3,0.5581
18,23,3,0.5591
19,23,3,0.5588
20,23,3,0.5587
21,23,3,0.5589
22,23,3,0.5587
23,23,3,0.559
24,23,3,0.559
25,23,3,0.559
26,23,3,0.559
27,23,3,0.559
28,23,3,0.559
29,23,3,0.559
30,23,3,0.559
10,24,3,0.5678
11,24,3,0.563
12,24,3,0.5621
13,24,3,0.5597
14,24,3,0.5596
15,24,3,0.5592
16,24,3,0.5581
17,24,3,0.558
18,24,3,0.559
19,24,3,0.5588
20,24,3,0.5588
21,24,3,0.5587
22,24,3,0.5585
23,24,3,0.559
24,24,3,0.559
25,24,3,0.559
26,24,3,0.559
27,24,3,0.559
28,24,3,0.559
29,24,3,0.559
30,24,3,0.559
10,25,3,0.5687
11,25,3,0.5638
12,25,3,0.5625
13,25,3,0.5613
14,25,3,0.5596
15,25,3,0.5594
16,25,3,0.5587
17,25,3,0.5586
18,25,3,0.5592
19,25,3,0.559
20,25,3,0.558
21,25,3,0.5583
22,25,3,0.5587
23,25,3,0.559
24,25,3,0.5593
25,25,3,0.5591
26,25,3,0.5591
27,25,3,0.5591
28,25,3,0.5591
29,25,3,0.5591
30,25,3,0.5591
10,26,3,0.5674
11,26,3,0.5648
12,26,3,0.5627
13,26,3,0.5625
14,26,3,0.5601
15,26,3,0.5597
16,26,3,0.5586
17,26,3,0.5589
18,26,3,0.5594
19,26,3,0.5586
20,26,3,0.5584
21,26,3,0.5586
22,26,3,0.5589
23,26,3,0.5592
24,26,3,0.5597
25,26,3,0.5595
26,26,3,0.5594
27,26,3,0.5594
28,26,3,0.5594
29,26,3,0.5594
30,26,3,0.5594
10,27,3,0.5662
11,27,3,0.5656
12,27,3,0.5626
13,27,3,0.5646
14,27,3,0.5611
15,27,3,0.5601
16,27,3,0.5582
17,27,3,0.5586
18,27,3,0.56
19,27,3,0.5591
20,27,3,0.5583
21,27,3,0.5589
22,27,3,0.5587
23,27,3,0.559
24,27,3,0.5594
25,27,3,0.5594
26,27,3,0.5596
27,27,3,0.5593
28,27,3,0.5593
29,27,3,0.5593
30,27,3,0.5593
10,28,3,0.5656
11,28,3,0.564
12,28,3,0.563
13,28,3,0.5628
14,28,3,0.5632
15,28,3,0.5602
16,28,3,0.5581
17,28,3,0.5587
18,28,3,0.5602
19,28,3,0.5596
20,28,3,0.5587
21,28,3,0.5587
22,28,3,0.5586
23,28,3,0.5592
24,28,3,0.5594
25,28,3,0.5591
26,28,3,0.5596
27,28,3,0.5596
28,28,3,0.5597
29,28,3,0.5597
30,28,3,0.5597
10,29,3,0.5667
11,29,3,0.5648
12,29,3,0.5627
13,29,3,0.5622
14,29,3,0.5629
15,29,3,0.5618
16,29,3,0.558
17,29,3,0.5585
18,29,3,0.5602
19,29,3,0.5597
20,29,3,0.5587
21,29,3,0.5587
22,29,3,0.559
23,29,3,0.5593
24,29,3,0.5593
25,29,3,0.5593
26,29,3,0.5595
27,29,3,0.5597
28,29,3,0.5602
29,29,3,0.5598
30,29,3,0.5598
10,30,3,0.5677
11,30,3,0.5647
12,30,3,0.5623
13,30,3,0.5629
14,30,3,0.5637
15,30,3,0.5619
16,30,3,0.5582
17,30,3,0.5588
18,30,3,0.5602
19,30,3,0.5595
20,30,3,0.559
21,30,3,0.5587
22,30,3,0.5591
23,30,3,0.5592
24,30,3,0.5594
25,30,3,0.5598
26,30,3,0.5597
27,30,3,0.5598
28,30,3,0.5606
29,30,3,0.5597
30,30,3,0.5599
10,31,3,0.5691
11,31,3,0.565
12,31,3,0.5631
13,31,3,0.5634
14,31,3,0.5639
15,31,3,0.5621
16,31,3,0.5585
17,31,3,0.5593
18,31,3,0.5598
19,31,3,0.5598
20,31,3,0.5594
21,31,3,0.5591
22,31,3,0.5589
23,31,3,0.5594
24,31,3,0.5597
25,31,3,0.5597
26,31,3,0.56
27,31,3,0.5592
28,31,3,0.5604
29,31,3,0.5602
30,31,3,0.5603
10,32,3,0.569
11,32,3,0.5652
12,32,3,0.5626
13,32,3,0.5635
14,32,3,0.5639
15,32,3,0.563
16,32,3,0.5595
17,32,3,0.5593
18,32,3,0.5599
19,32,3,0.5595
20,32,3,0.5599
21,32,3,0.559
22,32,3,0.5591
23,32,3,0.5592
24,32,3,0.5597
25,32,3,0.5601
26,32,3,0.5598
27,32,3,0.5597
28,32,3,0.5607
29,32,3,0.5604
30,32,3,0.5604
10,33,3,0.571
11,33,3,0.5655
12,33,3,0.5629
13,33,3,0.5649
14,33,3,0.5637
15,33,3,0.5629
16,33,3,0.5595
17,33,3,0.5595
18,33,3,0.56
19,33,3,0.5603
20,33,3,0.5605
21,33,3,0.559
22,33,3,0.5591
23,33,3,0.5594
24,33,3,0.5594
25,33,3,0.5603
26,33,3,0.5603
27,33,3,0.5602
28,33,3,0.5608
29,33,3,0.5606
30,33,3,0.5603
10,34,3,0.5692
11,34,3,0.5661
12,34,3,0.5629
13,34,3,0.5649
14,34,3,0.5632
15,34,3,0.5641
16,34,3,0.5606
17,34,3,0.56
18,34,3,0.5602
19,34,3,0.5605
20,34,3,0.5602
21,34,3,0.5593
22,34,3,0.5595
23,34,3,0.5591
24,34,3,0.5593
25,34,3,0.5606
26,34,3,0.5605
27,34,3,0.5602
28,34,3,0.5606
29,34,3,0.5608
30,34,3,0.5605
10,35,3,0.5679
11,35,3,0.5652
12,35,3,0.5639
13,35,3,0.566
14,35,3,0.564
15,35,3,0.565
16,35,3,0.5626
17,35,3,0.5601
18,35,3,0.5611
19,35,3,0.5601
20,35,3,0.5601
21,35,3,0.5592
22,35,3,0.5591
23,35,3,0.5591
24,35,3,0.559
25,35,3,0.5604
26,35,3,0.5603
27,35,3,0.5604
28,35,3,0.5606
29,35,3,0.5605
30,35,3,0.561
10,36,3,0.5688
11,36,3,0.5652
12,36,3,0.564
13,36,3,0.5655
14,36,3,0.564
15,36,3,0.5645
16,36,3,0.5616
17,36,3,0.5599
18,36,3,0.5619
19,36,3,0.5597
20,36,3,0.5605
21,36,3,0.5589
22,36,3,0.5594
23,36,3,0.5593
24,36,3,0.5593
25,36,3,0.5601
26,36,3,0.5604
27,36,3,0.5604
28,36,3,0.5609
29,36,3,0.5606
30,36,3,0.5616
10,37,3,0.5684
11,37,3,0.5641
12,37,3,0.564
13,37,3,0.5651
14,37,3,0.5649
15,37,3,0.5639
16,37,3,0.5614
17,37,3,0.5603
18,37,3,0.5622
19,37,3,0.5604
20,37,3,0.5609
21,37,3,0.5591
22,37,3,0.5595
23,37,3,0.5596
24,37,3,0.5594
25,37,3,0.5602
26,37,3,0.5604
27,37,3,0.5606
28,37,3,0.5608
29,37,3,0.5606
30,37,3,0.5615
10,38,3,0.5678
11,38,3,0.5641
12,38,3,0.5624
13,38,3,0.5649
14,38,3,0.5648
15,38,3,0.5645
16,38,3,0.561
17,38,3,0.5609
18,38,3,0.5632
19,38,3,0.561
20,38,3,0.5606
21,38,3,0.5596
22,38,3,0.5596
23,38,3,0.5601
24,38,3,0.5599
25,38,3,0.5603
26,38,3,0.5607
27,38,3,0.561
28,38,3,0.5611
29,38,3,0.5611
30,38,3,0.5617
10,39,3,0.5671
11,39,3,0.5649
12,39,3,0.5627
13,39,3,0.5653
14,39,3,0.5651
15,39,3,0.5647
16,39,3,0.5621
17,39,3,0.5617
18,39,3,0.5637
19,39,3,0.5612
20,39,3,0.562
21,39,3,0.5598
22,39,3,0.5594
23,39,3,0.5599
24,39,3,0.5605
25,39,3,0.5603
26,39,3,0.5608
27,39,3,0.561
28,39,3,0.5613
29,39,3,0.561
30,39,3,0.562
10,40,3,0.5678
11,40,3,0.5652
12,40,3,0.5625
13,40,3,0.5654
14,40,3,0.5664
15,40,3,0.5649
16,40,3,0.5627
17,40,3,0.561
18,40,3,0.5644
19,40,3,0.5622
20,40,3,0.562
21,40,3,0.5598
22,40,3,0.5597
23,40,3,0.5599
24,40,3,0.5601
25,40,3,0.5608
26,40,3,0.5612
27,40,3,0.561
28,40,3,0.5615
29,40,3,0.5614
30,40,3,0.5618
