seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score
10,10,10,0.6049
11,10,10,0.6049
12,10,10,0.6049
13,10,10,0.6049
14,10,10,0.6049
15,10,10,0.6049
16,10,10,0.6049
17,10,10,0.6049
18,10,10,0.6049
19,10,10,0.6049
20,10,10,0.6049
21,10,10,0.6049
22,10,10,0.6049
23,10,10,0.6049
24,10,10,0.6049
25,10,10,0.6049
26,10,10,0.6049
27,10,10,0.6049
28,10,10,0.6049
29,10,10,0.6049
30,10,10,0.6049
10,11,10,0.5992
11,11,10,0.5653
12,11,10,0.5653
13,11,10,0.5653
14,11,10,0.5653
15,11,10,0.5653
16,11,10,0.5653
17,11,10,0.5653
18,11,10,0.5653
19,11,10,0.5653
20,11,10,0.5653
21,11,10,0.5653
22,11,10,0.5653
23,11,10,0.5653
24,11,10,0.5653
25,11,10,0.5653
26,11,10,0.5653
27,11,10,0.5653
28,11,10,0.5653
29,11,10,0.5653
30,11,10,0.5653
10,12,10,0.6035
11,12,10,0.568
12,12,10,0.5598
13,12,10,0.5598
14,12,10,0.5598
15,12,10,0.5598
16,12,10,0.5598
17,12,10,0.5598
18,12,10,0.5598
19,12,10,0.5598
20,12,10,0.5598
21,12,10,0.5598
22,12,10,0.5598
23,12,10,0.5598
24,12,10,0.5598
25,12,10,0.5598
26,12,10,0.5598
27,12,10,0.5598
28,12,10,0.5598
29,12,10,0.5598
30,12,10,0.5598
10,13,10,0.6003
11,13,10,0.5655
12,13,10,0.5595
13,13,10,0.5584
14,13,10,0.5584
15,13,10,0.5584
16,13,10,0.5584
17,13,10,0.5584
18,13,10,0.5584
19,13,10,0.5584
20,13,10,0.5584
21,13,10,0.5584
22,13,10,0.5584
23,13,10,0.5584
24,13,10,0.5584
25,13,10,0.5584
26,13,10,0.5584
27,13,10,0.5584
28,13,10,0.5584
29,13,10,0.5584
30,13,10,0.5584
10,14,10,0.593
11,14,10,0.5627
12,14,10,0.5597
13,14,10,0.5585
14,14,10,0.5578
15,14,10,0.5578
16,14,10,0.5578
17,14,10,0.5578
18,14,10,0.5578
19,14,10,0.5578
20,14,10,0.5578
21,14,10,0.5578
22,14,10,0.5578
23,14,10,0.5578
24,14,10,0.5578
25,14,10,0.5578
26,14,10,0.5578
27,14,10,0.5578
28,14,10,0.5578
29,14,10,0.5578
30,14,10,0.5578
10,15,10,0.5858
11,15,10,0.5612
12,15,10,0.5597
13,15,10,0.5582
14,15,10,0.5576
15,15,10,0.5575
16,15,10,0.5575
17,15,10,0.5575
18,15,10,0.5575
19,15,10,0.5575
20,15,10,0.5575
21,15,10,0.5575
22,15,10,0.5575
23,15,10,0.5575
24,15,10,0.5575
25,15,10,0.5575
26,15,10,0.5575
27,15,10,0.5575
28,15,10,0.5575
29,15,10,0.5575
30,15,10,0.5575
10,16,10,0.58
11,16,10,0.5614
12,16,10,0.5589
13,16,10,0.5581
14,16,10,0.5575
15,16,10,0.5575
16,16,10,0.558
17,16,10,0.558
18,16,10,0.558
19,16,10,0.558
20,16,10,0.558
21,16,10,0.558
22,16,10,0.558
23,16,10,0.558
24,16,10,0.558
25,16,10,0.558
26,16,10,0.558
27,16,10,0.558
28,16,10,0.558
29,16,10,0.558
30,16,10,0.558
10,17,10,0.5784
11,17,10,0.5628
12,17,10,0.5581
13,17,10,0.5585
14,17,10,0.5577
15,17,10,0.5577
16,17,10,0.5583
17,17,10,0.5577
18,17,10,0.5577
19,17,10,0.5577
20,17,10,0.5577
21,17,10,0.5577
22,17,10,0.5577
23,17,10,0.5577
24,17,10,0.5577
25,17,10,0.5577
26,17,10,0.5577
27,17,10,0.5577
28,17,10,0.5577
29,17,10,0.5577
30,17,10,0.5577
10,18,10,0.5781
11,18,10,0.5608
12,18,10,0.5589
13,18,10,0.5583
14,18,10,0.558
15,18,10,0.5578
16,18,10,0.5584
17,18,10,0.5578
18,18,10,0.5582
19,18,10,0.5582
20,18,10,0.5582
21,18,10,0.5582
22,18,10,0.5582
23,18,10,0.5582
24,18,10,0.5582
25,18,10,0.5582
26,18,10,0.5582
27,18,10,0.5582
28,18,10,0.5582
29,18,10,0.5582
30,18,10,0.5582
10,19,10,0.5802
11,19,10,0.5599
12,19,10,0.5588
13,19,10,0.5589
14,19,10,0.5578
15,19,10,0.5581
16,19,10,0.5585
