seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score
30,27,5,0.133
10,28,5,0.9824
11,28,5,0.2605
12,28,5,0.2594
13,28,5,0.2597
14,28,5,0.6219
15,28,5,0.6222
16,28,5,0.6225
17,28,5,0.3985
18,28,5,0.2605
19,28,5,0.7093
20,28,5,0.9843
21,28,5,0.9843
22,28,5,0.1325
23,28,5,0.1326
24,28,5,0.7092
25,28,5,0.6234
26,28,5,0.9851
27,28,5,0.1327
28,28,5,0.133
29,28,5,0.133
30,28,5,0.133
10,29,5,0.9817
11,29,5,0.2607
12,29,5,0.133
13,29,5,0.2597
14,29,5,0.2001
15,29,5,0.3409
16,29,5,0.622
17,29,5,0.7086
18,29,5,0.2605
19,29,5,0.7092
20,29,5,0.1326
21,29,5,0.9843
22,29,5,0.1326
23,29,5,0.1327
24,29,5,0.7091
25,29,5,0.2609
26,29,5,0.2612
27,29,5,0.261
28,29,5,0.1329
29,29,5,0.133
30,29,5,0.133
10,30,5,0.9811
11,30,5,0.2604
12,30,5,0.1327
13,30,5,0.2593
14,30,5,0.2002
15,30,5,0.6214
16,30,5,0.622
17,30,5,0.7089
18,30,5,0.2605
19,30,5,0.6233
20,30,5,0.6231
21,30,5,0.71
22,30,5,0.1327
23,30,5,0.1327
24,30,5,0.7091
25,30,5,0.9845
26,30,5,0.2616
27,30,5,0.1327
28,30,5,0.2611
29,30,5,0.2612
30,30,5,0.133
10,31,5,0.9821
11,31,5,0.2602
12,31,5,0.1327
13,31,5,0.2593
14,31,5,0.621
15,31,5,0.6211
16,31,5,0.6221
17,31,5,0.7089
18,31,5,0.2605
19,31,5,0.6232
20,31,5,0.6233
21,31,5,0.7098
22,31,5,0.1324
23,31,5,0.1327
24,31,5,0.9847
25,31,5,0.9844
26,31,5,0.9846
27,31,5,0.1328
28,31,5,0.6239
29,31,5,0.2608
30,31,5,0.624
10,32,5,0.6208
11,32,5,0.2594
12,32,5,0.1328
13,32,5,0.2593
14,32,5,0.6206
15,32,5,0.6214
16,32,5,0.6223
17,32,5,0.7088
18,32,5,0.2601
19,32,5,0.1327
20,32,5,0.623
21,32,5,0.709
22,32,5,0.1324
23,32,5,0.1324
24,32,5,0.1327
25,32,5,0.9848
26,32,5,0.2609
27,32,5,0.1328
28,32,5,0.1328
29,32,5,0.2607
30,32,5,0.1325
10,33,5,0.6212
11,33,5,0.2586
12,33,5,0.1328
13,33,5,0.2593
14,33,5,0.6207
15,33,5,0.1323
16,33,5,0.622
17,33,5,0.7081
18,33,5,0.26
19,33,5,0.1325
20,33,5,0.6221
21,33,5,0.7087
22,33,5,0.1327
23,33,5,0.1324
24,33,5,0.1325
25,33,5,0.1602
26,33,5,0.261
27,33,5,0.1327
28,33,5,0.1327
29,33,5,0.1329
30,33,5,0.7094
10,34,5,0.6204
11,34,5,0.259
12,34,5,0.1325
13,34,5,0.2592
14,34,5,0.1328
15,34,5,0.1318
16,34,5,0.6214
17,34,5,0.7074
18,34,5,0.26
19,34,5,0.1327
20,34,5,0.6227
21,34,5,0.7088
22,34,5,0.6233
23,34,5,0.1325
24,34,5,0.9839
25,34,5,0.9845
26,34,5,0.1327
27,34,5,0.1326
28,34,5,0.1327
29,34,5,0.1327
30,34,5,0.1324
10,35,5,0.6194
11,35,5,0.2591
12,35,5,0.1323
13,35,5,0.199
14,35,5,0.1325
15,35,5,0.1316
16,35,5,0.6212
17,35,5,0.7072
18,35,5,0.2598
19,35,5,0.1327
20,35,5,0.6223
21,35,5,0.7089
22,35,5,0.623
23,35,5,0.1324
24,35,5,0.1327
25,35,5,0.9844
26,35,5,0.1327
27,35,5,0.1329
28,35,5,0.1323
29,35,5,0.1325
30,35,5,0.1327
10,36,5,0.6191
11,36,5,0.2588
12,36,5,0.258
13,36,5,0.1308
14,36,5,0.1327
15,36,5,0.132
16,36,5,0.6207
17,36,5,0.7066
18,36,5,0.2598
19,36,5,0.1327
20,36,5,0.6224
21,36,5,0.9841
22,36,5,0.5117
23,36,5,0.1323
24,36,5,0.1327
25,36,5,0.9843
26,36,5,0.2609
27,36,5,0.1326
28,36,5,0.1325
29,36,5,0.1602
30,36,5,0.1327
10,37,5,0.6188
11,37,5,0.2583
12,37,5,0.2573
13,37,5,0.1305
14,37,5,0.1325
15,37,5,0.1319
16,37,5,0.6209
17,37,5,0.6205
18,37,5,0.2598
19,37,5,0.1327
20,37,5,0.6222
21,37,5,0.984
22,37,5,0.5111
23,37,5,0.1324
24,37,5,0.1326
25,37,5,0.9846
26,37,5,0.2608
27,37,5,0.1326
28,37,5,0.1326
29,37,5,0.2611
30,37,5,0.1324
10,38,5,0.6189
11,38,5,0.2584
12,38,5,0.2569
13,38,5,0.1301
14,38,5,0.1322
15,38,5,0.1318
16,38,5,0.6202
17,38,5,0.6204
18,38,5,0.2598
19,38,5,0.6217
20,38,5,0.1325
21,38,5,0.9838
22,38,5,0.6224
23,38,5,0.1325
24,38,5,0.1327
25,38,5,0.9848
26,38,5,0.2608
27,38,5,0.1328
28,38,5,0.1327
29,38,5,0.2612
30,38,5,0.1325
10,39,5,0.6181
11,39,5,0.2585
12,39,5,0.2567
13,39,5,0.1306
14,39,5,0.132
15,39,5,0.1317
16,39,5,0.6204
17,39,5,0.6196
18,39,5,0.2597
19,39,5,0.6212
20,39,5,0.1325
21,39,5,0.1323
22,39,5,0.6225
23,39,5,0.1325
24,39,5,0.1326
25,39,5,0.1326
26,39,5,0.2605
27,39,5,0.1327
28,39,5,0.1327
29,39,5,0.2612
30,39,5,0.1325
10,40,5,0.6186
11,40,5,0.2582
12,40,5,0.2566
13,40,5,0.1303
14,40,5,0.1318
15,40,5,0.1316
16,40,5,0.152
17,40,5,0.6196
18,40,5,0.2594
19,40,5,0.6213
20,40,5,0.1325
21,40,5,0.1324
22,40,5,0.6225
23,40,5,0.1325
24,40,5,0.1325
25,40,5,0.6233
26,40,5,0.2605
27,40,5,0.1327
28,40,5,0.1327
29,40,5,0.2613
30,40,5,0.1323
