seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score
20,15,3,0.1608
21,15,3,0.1608
22,15,3,0.1608
23,15,3,0.1608
24,15,3,0.1608
25,15,3,0.1608
26,15,3,0.1608
27,15,3,0.1608
28,15,3,0.1608
29,15,3,0.1608
30,15,3,0.1608
10,16,3,0.9798
11,16,3,0.983
12,16,3,0.1336
13,16,3,0.9829
14,16,3,0.9836
15,16,3,0.8284
16,16,3,0.1608
17,16,3,0.1608
18,16,3,0.1608
19,16,3,0.1608
20,16,3,0.1608
21,16,3,0.1608
22,16,3,0.1608
23,16,3,0.1608
24,16,3,0.1608
25,16,3,0.1608
26,16,3,0.1608
27,16,3,0.1608
28,16,3,0.1608
29,16,3,0.1608
30,16,3,0.1608
10,17,3,0.2602
11,17,3,0.983
12,17,3,0.9835
13,17,3,0.9832
14,17,3,0.2604
15,17,3,0.9841
16,17,3,0.261
17,17,3,0.1608
18,17,3,0.1608
19,17,3,0.1608
20,17,3,0.1608
21,17,3,0.1608
22,17,3,0.1608
23,17,3,0.1608
24,17,3,0.1608
25,17,3,0.1608
26,17,3,0.1608
27,17,3,0.1608
28,17,3,0.1608
29,17,3,0.1608
30,17,3,0.1608
10,18,3,0.2602
11,18,3,0.9832
12,18,3,0.9828
13,18,3,0.1334
14,18,3,0.9831
15,18,3,0.9835
16,18,3,0.9844
17,18,3,0.9851
18,18,3,0.1608
19,18,3,0.1608
20,18,3,0.1608
21,18,3,0.1608
22,18,3,0.1608
23,18,3,0.1608
24,18,3,0.1608
25,18,3,0.1608
26,18,3,0.1608
27,18,3,0.1608
28,18,3,0.1608
29,18,3,0.1608
30,18,3,0.1608
10,19,3,0.9794
11,19,3,0.9832
12,19,3,0.9824
13,19,3,0.983
14,19,3,0.9834
15,19,3,0.9832
16,19,3,0.9845
17,19,3,0.984
18,19,3,0.7099
19,19,3,0.1608
20,19,3,0.1608
21,19,3,0.1608
22,19,3,0.1608
23,19,3,0.1608
24,19,3,0.1608
25,19,3,0.1608
26,19,3,0.1608
27,19,3,0.1608
28,19,3,0.1608
29,19,3,0.1608
30,19,3,0.1608
10,20,3,0.9802
11,20,3,0.9822
12,20,3,0.9808
13,20,3,0.9826
14,20,3,0.9831
15,20,3,0.9829
16,20,3,0.7095
17,20,3,0.8144
18,20,3,0.624
19,20,3,0.9847
20,20,3,0.1452
21,20,3,0.1452
22,20,3,0.1452
23,20,3,0.1452
24,20,3,0.1452
25,20,3,0.1452
26,20,3,0.1452
27,20,3,0.1452
28,20,3,0.1452
29,20,3,0.1452
30,20,3,0.1452
10,21,3,0.9806
11,21,3,0.982
12,21,3,0.9807
13,21,3,0.1335
14,21,3,0.6223
15,21,3,0.9841
16,21,3,0.8281
17,21,3,0.8139
18,21,3,0.2612
19,21,3,0.3254
20,21,3,0.9845
21,21,3,0.1331
22,21,3,0.1331
23,21,3,0.1331
24,21,3,0.1331
25,21,3,0.1331
26,21,3,0.1331
27,21,3,0.1331
28,21,3,0.1331
29,21,3,0.1331
30,21,3,0.1331
10,22,3,0.9809
11,22,3,0.9819
12,22,3,0.981
13,22,3,0.1336
14,22,3,0.6215
15,22,3,0.9838
16,22,3,0.9834
17,22,3,0.9841
18,22,3,0.2608
19,22,3,0.6233
20,22,3,0.6235
21,22,3,0.1331
22,22,3,0.1331
23,22,3,0.1331
24,22,3,0.1331
25,22,3,0.1331
26,22,3,0.1331
27,22,3,0.1331
28,22,3,0.1331
29,22,3,0.1331
30,22,3,0.1331
10,23,3,0.9797
11,23,3,0.9819
12,23,3,0.6215
13,23,3,0.1335
14,23,3,0.6221
15,23,3,0.9825
16,23,3,0.1326
17,23,3,0.984
18,23,3,0.9841
19,23,3,0.9843
20,23,3,0.9852
21,23,3,0.9848
22,23,3,0.1328
23,23,3,0.1331
24,23,3,0.1331
25,23,3,0.1331
26,23,3,0.1331
27,23,3,0.1331
28,23,3,0.1331
29,23,3,0.1331
30,23,3,0.1331
10,24,3,0.1332
11,24,3,0.1334
12,24,3,0.6212
13,24,3,0.1332
14,24,3,0.6219
15,24,3,0.9829
16,24,3,0.1325
17,24,3,0.9837
18,24,3,0.2608
19,24,3,0.9843
20,24,3,0.6239
21,24,3,0.1329
22,24,3,0.9847
23,24,3,0.133
24,24,3,0.1331
25,24,3,0.1331
26,24,3,0.1331
27,24,3,0.1331
28,24,3,0.1331
29,24,3,0.1331
30,24,3,0.1331
10,25,3,0.9788
11,25,3,0.9805
12,25,3,0.2592
13,25,3,0.6216
14,25,3,0.6221
15,25,3,0.9827
16,25,3,0.6231
17,25,3,0.9834
18,25,3,0.2607
19,25,3,0.9842
20,25,3,0.985
21,25,3,0.9846
22,25,3,0.9845
23,25,3,0.985
24,25,3,0.133
25,25,3,0.1331
26,25,3,0.1331
27,25,3,0.1331
28,25,3,0.1331
29,25,3,0.1331
30,25,3,0.1331
10,26,3,0.9802
11,26,3,0.2599
12,26,3,0.2592
13,26,3,0.26
14,26,3,0.6221
15,26,3,0.9823
16,26,3,0.6229
17,26,3,0.983
18,26,3,0.2607
19,26,3,0.9848
20,26,3,0.9846
21,26,3,0.1328
22,26,3,0.2609
23,26,3,0.261
24,26,3,0.2608
25,26,3,0.3257
26,26,3,0.133
27,26,3,0.133
28,26,3,0.133
29,26,3,0.133
30,26,3,0.133
10,27,3,0.9807
11,27,3,0.26
12,27,3,0.2591
13,27,3,0.26
14,27,3,0.6218
15,27,3,0.6222
16,27,3,0.6225
17,27,3,0.3984
18,27,3,0.2607
19,27,3,0.9844
20,27,3,0.9849
21,27,3,0.1326
22,27,3,0.985
23,27,3,0.9844
24,27,3,0.1326
25,27,3,0.9845
26,27,3,0.1326
27,27,3,0.133
28,27,3,0.133
29,27,3,0.133
30,27,3,0.133
10,28,3,0.9789
11,28,3,0.2604
12,28,3,0.2594
13,28,3,0.2597
14,28,3,0.6219
15,28,3,0.6222
16,28,3,0.6225
17,28,3,0.3984
18,28,3,0.2605
19,28,3,0.7093
20,28,3,0.9843
21,28,3,0.9843
22,28,3,0.1325
23,28,3,0.1326
24,28,3,0.7092
25,28,3,0.6235
26,28,3,0.9851
27,28,3,0.1327
28,28,3,0.133
29,28,3,0.133
30,28,3,0.133
10,29,3,0.9786
11,29,3,0.2607
12,29,3,0.133
13,29,3,0.2597
14,29,3,0.2001
15,29,3,0.3409
16,29,3,0.6221
17,29,3,0.7085
18,29,3,0.2605
19,29,3,0.7092
20,29,3,0.1326
21,29,3,0.9843
22,29,3,0.1326
23,29,3,0.1327
24,29,3,0.7091
25,29,3,0.2609
26,29,3,0.2612
27,29,3,0.261
28,29,3,0.1329
29,29,3,0.133
30,29,3,0.133
10,30,3,0.9783
11,30,3,0.2603
12,30,3,0.1327
13,30,3,0.2593
14,30,3,0.2002
15,30,3,0.6214
16,30,3,0.622
17,30,3,0.7089
18,30,3,0.2605
19,30,3,0.6233
20,30,3,0.6231
21,30,3,0.7099
22,30,3,0.1327
23,30,3,0.1327
24,30,3,0.709
25,30,3,0.9845
26,30,3,0.2616
27,30,3,0.1327
28,30,3,0.2611
29,30,3,0.2612
30,30,3,0.133
10,31,3,0.9789
11,31,3,0.2601
12,31,3,0.1327
13,31,3,0.2593
14,31,3,0.621
15,31,3,0.6211
16,31,3,0.6221
17,31,3,0.7089
18,31,3,0.2605
19,31,3,0.6232
20,31,3,0.6233
21,31,3,0.7098
22,31,3,0.1324
23,31,3,0.1327
24,31,3,0.9847
25,31,3,0.9844
26,31,3,0.9846
27,31,3,0.1328
28,31,3,0.6239
29,31,3,0.2608
30,31,3,0.624
10,32,3,0.6187
11,32,3,0.2593
12,32,3,0.1328
13,32,3,0.2593
14,32,3,0.6206
15,32,3,0.6214
16,32,3,0.6223
17,32,3,0.7087
18,32,3,0.2601
19,32,3,0.1327
20,32,3,0.623
21,32,3,0.709
22,32,3,0.1324
23,32,3,0.1324
24,32,3,0.1327
25,32,3,0.9848
26,32,3,0.2609
27,32,3,0.1328
28,32,3,0.1328
29,32,3,0.2607
30,32,3,0.1325
10,33,3,0.6196
11,33,3,0.2586
12,33,3,0.1328
13,33,3,0.2593
14,33,3,0.6207
15,33,3,0.1323
16,33,3,0.622
17,33,3,0.7081
18,33,3,0.26
19,33,3,0.1325
20,33,3,0.6221
21,33,3,0.7086
22,33,3,0.1327
23,33,3,0.1324
24,33,3,0.1325
25,33,3,0.1602
26,33,3,0.261
27,33,3,0.1327
28,33,3,0.1327
29,33,3,0.1329
30,33,3,0.7094
10,34,3,0.6183
11,34,3,0.259
12,34,3,0.1325
13,34,3,0.2592
14,34,3,0.1328
15,34,3,0.1318
16,34,3,0.6214
17,34,3,0.7074
18,34,3,0.26
19,34,3,0.1327
20,34,3,0.6227
21,34,3,0.7088
22,34,3,0.6234
23,34,3,0.1325
24,34,3,0.9838
25,34,3,0.9845
26,34,3,0.1327
27,34,3,0.1326
28,34,3,0.1327
29,34,3,0.1327
30,34,3,0.1324
10,35,3,0.6175
11,35,3,0.2591
12,35,3,0.1323
13,35,3,0.199
14,35,3,0.1325
15,35,3,0.1316
16,35,3,0.6212
17,35,3,0.7072
18,35,3,0.2598
19,35,3,0.1327
20,35,3,0.6223
21,35,3,0.7089
22,35,3,0.623
23,35,3,0.1324
24,35,3,0.1327
25,35,3,0.9844
26,35,3,0.1327
27,35,3,0.1329
28,35,3,0.1323
29,35,3,0.1325
30,35,3,0.1327
10,36,3,0.6181
11,36,3,0.2588
12,36,3,0.258
13,36,3,0.1308
14,36,3,0.1327
15,36,3,0.132
16,36,3,0.6207
17,36,3,0.7066
18,36,3,0.2598
19,36,3,0.1327
20,36,3,0.6224
21,36,3,0.9841
22,36,3,0.5117
23,36,3,0.1323
24,36,3,0.1327
25,36,3,0.9843
26,36,3,0.2609
27,36,3,0.1326
28,36,3,0.1325
29,36,3,0.1602
30,36,3,0.1327
10,37,3,0.6177
11,37,3,0.2583
12,37,3,0.2573
13,37,3,0.1305
14,37,3,0.1325
15,37,3,0.1319
16,37,3,0.6209
17,37,3,0.6205
18,37,3,0.2598
19,37,3,0.1327
20,37,3,0.6222
21,37,3,0.984
22,37,3,0.5111
23,37,3,0.1324
24,37,3,0.1326
25,37,3,0.9846
26,37,3,0.2608
27,37,3,0.1326
28,37,3,0.1326
29,37,3,0.2611
30,37,3,0.1324
10,38,3,0.6174
11,38,3,0.2584
12,38,3,0.2569
13,38,3,0.1301
14,38,3,0.1322
15,38,3,0.1318
16,38,3,0.6202
17,38,3,0.6204
18,38,3,0.2598
19,38,3,0.6217
20,38,3,0.1325
21,38,3,0.9838
22,38,3,0.6224
23,38,3,0.1325
24,38,3,0.1327
25,38,3,0.9848
26,38,3,0.2608
27,38,3,0.1328
28,38,3,0.1327
29,38,3,0.2612
30,38,3,0.1325
10,39,3,0.617
11,39,3,0.2584
12,39,3,0.2567
13,39,3,0.1306
14,39,3,0.132
15,39,3,0.1317
16,39,3,0.6204
17,39,3,0.6196
18,39,3,0.2597
19,39,3,0.6212
20,39,3,0.1325
21,39,3,0.1323
22,39,3,0.6225
23,39,3,0.1325
24,39,3,0.1326
25,39,3,0.1326
26,39,3,0.2605
27,39,3,0.1327
28,39,3,0.1327
29,39,3,0.2612
30,39,3,0.1325
10,40,3,0.6171
11,40,3,0.2582
12,40,3,0.2566
13,40,3,0.1303
14,40,3,0.1318
15,40,3,0.1316
16,40,3,0.152
17,40,3,0.6196
18,40,3,0.2594
19,40,3,0.6213
20,40,3,0.1325
21,40,3,0.1324
22,40,3,0.6225
23,40,3,0.1325
24,40,3,0.1325
25,40,3,0.6233
26,40,3,0.2605
27,40,3,0.1327
28,40,3,0.1327
29,40,3,0.2613
30,40,3,0.1323
