seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
30,17,10,0.1166,0.66,69120
10,18,10,0.9881,1.61,85900
11,18,10,0.9875,1.5,80820
12,18,10,0.142,1.29,79636
13,18,10,0.1308,1.3,80260
14,18,10,0.1164,1.36,81644
15,18,10,0.1164,1.34,83672
16,18,10,0.1163,1.33,86352
17,18,10,0.1164,1.31,90908
18,18,10,0.1164,1.33,101272
19,18,10,0.1164,0.66,69120
20,18,10,0.1164,0.66,69120
21,18,10,0.1164,0.66,68800
22,18,10,0.1164,0.66,69120
23,18,10,0.1164,0.66,68800
24,18,10,0.1164,0.66,68800
25,18,10,0.1164,0.65,68800
26,18,10,0.1164,0.66,69120
27,18,10,0.1164,0.66,69120
28,18,10,0.1164,0.65,68800
29,18,10,0.1164,0.66,68480
30,18,10,0.1164,0.66,68800
10,19,10,0.9867,1.55,83924
11,19,10,0.9869,1.51,79496
12,19,10,0.1419,1.3,77272
13,19,10,0.1309,1.25,81068
14,19,10,0.1164,1.3,79736
15,19,10,0.1163,1.27,82732
16,19,10,0.1163,1.28,84392
17,19,10,0.1163,1.33,87840
18,19,10,0.1162,1.3,92656
19,19,10,0.1161,1.42,101668
20,19,10,0.1161,0.66,69120
21,19,10,0.1161,0.65,69120
22,19,10,0.1161,0.65,68800
23,19,10,0.1161,0.64,75520
24,19,10,0.1161,0.65,69120
25,19,10,0.1161,0.65,74832
26,19,10,0.1161,0.66,69120
27,19,10,0.1161,0.66,69120
28,19,10,0.1161,0.66,69120
29,19,10,0.1161,0.66,74832
30,19,10,0.1161,0.65,74836
10,20,10,0.9852,1.51,76824
11,20,10,0.1348,1.51,79676
12,20,10,0.1415,1.32,77248
13,20,10,0.1308,1.28,79488
14,20,10,0.1163,1.29,80520
15,20,10,0.1161,1.25,82288
16,20,10,0.1162,1.3,82368
17,20,10,0.116,1.33,83024
18,20,10,0.1161,1.33,85676
19,20,10,0.1159,1.34,93052
20,20,10,0.1159,1.42,99372
21,20,10,0.1159,0.66,75488
22,20,10,0.1159,0.66,68800
23,20,10,0.1159,0.65,69120
24,20,10,0.1159,0.66,69120
25,20,10,0.1159,0.66,75156
26,20,10,0.1159,0.65,68800
27,20,10,0.1159,0.67,69120
28,20,10,0.1159,0.66,75124
29,20,10,0.1159,0.66,68800
30,20,10,0.1159,0.66,75144
10,21,10,0.9837,1.44,83836
11,21,10,0.1346,1.49,79532
12,21,10,0.1305,1.25,76312
13,21,10,0.1307,1.26,79576
14,21,10,0.116,1.28,79436
15,21,10,0.116,1.33,80248
16,21,10,0.116,1.29,81288
17,21,10,0.1159,1.3,82180
18,21,10,0.1159,1.31,84212
19,21,10,0.1158,1.34,86132
20,21,10,0.1158,1.34,91784
21,21,10,0.1158,1.39,101260
22,21,10,0.1158,0.66,69120
23,21,10,0.1158,0.65,68800
24,21,10,0.1158,0.66,75152
25,21,10,0.1158,0.66,68800
26,21,10,0.1158,0.65,68800
27,21,10,0.1158,0.66,69120
28,21,10,0.1158,0.65,69120
29,21,10,0.1158,0.66,68800
30,21,10,0.1158,0.65,69120
10,22,10,0.9816,1.38,82508
11,22,10,0.1342,1.45,78512
12,22,10,0.1302,1.33,76856
13,22,10,0.1304,1.29,78928
14,22,10,0.1156,1.27,78640
15,22,10,0.1157,1.32,79988
16,22,10,0.1157,1.27,82120
17,22,10,0.1157,1.31,79960
18,22,10,0.1156,1.29,82804
19,22,10,0.1156,1.32,83620
20,22,10,0.1155,1.33,86588
21,22,10,0.1155,1.31,93588
22,22,10,0.1155,1.39,100648
23,22,10,0.1155,0.65,69120
24,22,10,0.1155,0.67,69120
25,22,10,0.1155,0.65,68800
26,22,10,0.1155,0.66,69120
27,22,10,0.1155,0.66,69120
28,22,10,0.1155,0.65,69120
29,22,10,0.1155,0.66,75152
30,22,10,0.1155,0.65,69120
10,23,10,0.98,1.34,82060
11,23,10,0.1341,1.47,77464
12,23,10,0.1186,1.31,76976
13,23,10,0.1301,1.28,79552
14,23,10,0.1154,1.27,78568
15,23,10,0.1153,1.3,78164
16,23,10,0.1155,1.31,79272
17,23,10,0.1154,1.27,79308
18,23,10,0.1154,1.27,83588
19,23,10,0.1153,1.33,81292
20,23,10,0.1153,1.32,84360
21,23,10,0.1154,1.3,86280
22,23,10,0.1153,1.35,90896
23,23,10,0.1152,1.41,99884
24,23,10,0.1152,0.65,69120
25,23,10,0.1152,0.65,69120
26,23,10,0.1152,0.66,75144
27,23,10,0.1152,0.65,69120
28,23,10,0.1152,0.66,68800
29,23,10,0.1152,0.66,69120
30,23,10,0.1152,0.66,69120
10,24,10,0.9769,1.31,77868
11,24,10,0.1334,1.47,79624
12,24,10,0.1179,1.26,74684
13,24,10,0.1114,1.29,78816
14,24,10,0.1111,1.29,79072
15,24,10,0.111,1.25,78020
16,24,10,0.1113,1.23,78512
17,24,10,0.1112,1.28,78808
18,24,10,0.111,1.29,80924
19,24,10,0.111,1.29,80556
20,24,10,0.111,1.29,82308
21,24,10,0.111,1.31,83248
22,24,10,0.111,1.31,84812
23,24,10,0.1109,1.36,91964
24,24,10,0.1109,1.35,100592
25,24,10,0.1109,0.65,69120
26,24,10,0.1109,0.65,68800
27,24,10,0.1109,0.64,69120
28,24,10,0.1109,0.65,69120
29,24,10,0.1109,0.65,68800
30,24,10,0.1109,0.65,69120
10,25,10,0.9759,1.29,81920
11,25,10,0.1334,1.46,78080
12,25,10,0.1178,1.28,74604
13,25,10,0.1113,1.25,77392
14,25,10,0.111,1.29,77904
15,25,10,0.1108,1.25,78372
16,25,10,0.1111,1.22,78404
17,25,10,0.1111,1.32,79812
18,25,10,0.1109,1.29,80284
19,25,10,0.111,1.33,79116
20,25,10,0.1107,1.33,82792
21,25,10,0.1108,1.3,81152
22,25,10,0.1107,1.35,84808
23,25,10,0.1107,1.34,84992
24,25,10,0.1106,1.33,91456
25,25,10,0.1106,1.43,100072
26,25,10,0.1106,0.67,69120
27,25,10,0.1106,0.66,69120
28,25,10,0.1106,0.65,69120
29,25,10,0.1106,0.64,68800
30,25,10,0.1106,0.66,69120
10,26,10,0.9738,1.23,80024
11,26,10,0.1331,1.42,77100
12,26,10,0.1111,1.27,74940
13,26,10,0.1112,1.29,79468
14,26,10,0.111,1.27,77368
15,26,10,0.1108,1.25,78632
16,26,10,0.111,1.29,77736
17,26,10,0.111,1.32,77836
18,26,10,0.1107,1.29,80552
19,26,10,0.1107,1.3,79276
20,26,10,0.1104,1.27,81208
21,26,10,0.1106,1.32,83880
22,26,10,0.1106,1.31,83484
23,26,10,0.1105,1.33,83216
24,26,10,0.1105,1.3,85428
25,26,10,0.1104,1.36,89204
26,26,10,0.1105,1.38,99136
27,26,10,0.1105,0.66,68800
28,26,10,0.1105,0.67,75156
29,26,10,0.1105,0.64,69120
30,26,10,0.1105,0.66,69120
10,27,10,0.9698,1.22,80264
11,27,10,0.1324,1.36,76204
12,27,10,0.1104,1.23,74732
13,27,10,0.1106,1.27,78452
14,27,10,0.1105,1.26,79576
15,27,10,0.1103,1.27,76752
16,27,10,0.1028,1.28,77756
17,27,10,0.1104,1.24,78084
18,27,10,0.1103,1.3,78644
19,27,10,0.1026,1.23,78344
20,27,10,0.1024,1.23,80008
21,27,10,0.1024,1.26,80336
22,27,10,0.1024,1.27,80964
23,27,10,0.1022,1.32,81488
24,27,10,0.1022,1.31,84456
25,27,10,0.102,1.31,85884
26,27,10,0.1021,1.38,92440
27,27,10,0.1018,1.39,101964
28,27,10,0.1018,0.66,68800
29,27,10,0.1018,0.65,68800
30,27,10,0.1018,0.66,69120
10,28,10,0.9662,1.21,80004
11,28,10,0.1321,1.38,77188
12,28,10,0.1105,1.23,75304
13,28,10,0.1105,1.33,76452
14,28,10,0.1104,1.29,78592
15,28,10,0.1103,1.31,75392
16,28,10,0.1027,1.28,78580
17,28,10,0.1104,1.3,78052
18,28,10,0.11,1.29,78900
19,28,10,0.1025,1.3,79008
20,28,10,0.1021,1.27,79272
21,28,10,0.1023,1.27,80288
22,28,10,0.1021,1.3,80452
23,28,10,0.1022,1.31,80476
24,28,10,0.1022,1.3,80832
25,28,10,0.102,1.28,82608
26,28,10,0.102,1.31,87220
27,28,10,0.1018,1.34,91724
28,28,10,0.1018,1.35,102068
29,28,10,0.1018,0.66,68800
30,28,10,0.1018,0.65,69120
10,29,10,0.9621,1.22,78732
11,29,10,0.1318,1.35,77840
12,29,10,0.1103,1.25,76008
13,29,10,0.1101,1.24,76736
14,29,10,0.11,1.28,77476
15,29,10,0.11,1.24,78504
16,29,10,0.1022,1.26,77100
17,29,10,0.1101,1.29,77420
18,29,10,0.1097,1.24,77788
19,29,10,0.102,1.29,79016
20,29,10,0.1018,1.27,79132
21,29,10,0.1019,1.24,80312
22,29,10,0.1016,1.24,80376
23,29,10,0.1017,1.23,78440
24,29,10,0.1017,1.29,79960
25,29,10,0.1015,1.29,81100
26,29,10,0.1013,1.32,84668
27,29,10,0.1013,1.34,85672
28,29,10,0.1012,1.31,89640
29,29,10,0.1011,1.41,102120
30,29,10,0.1011,0.66,75156
10,30,10,0.9594,1.26,78408
11,30,10,0.1316,1.38,77488
12,30,10,0.1097,1.3,75504
13,30,10,0.1024,1.3,78372
14,30,10,0.1099,1.31,77012
15,30,10,0.1098,1.29,77456
16,30,10,0.1021,1.26,79324
17,30,10,0.1027,1.29,77804
18,30,10,0.1097,1.25,76696
19,30,10,0.102,1.25,77780
20,30,10,0.1018,1.24,77884
21,30,10,0.1017,1.25,79180
22,30,10,0.1015,1.28,80612
23,30,10,0.1017,1.25,79880
24,30,10,0.1015,1.32,78384
25,30,10,0.1014,1.26,79584
26,30,10,0.101,1.3,83680
27,30,10,0.1012,1.27,83004
28,30,10,0.1011,1.26,87288
29,30,10,0.1011,1.35,89912
30,30,10,0.1009,1.34,98984
10,31,10,0.957,1.32,78804
11,31,10,0.1313,1.28,77092
12,31,10,0.1092,1.22,75832
13,31,10,0.1023,1.28,77336
14,31,10,0.1098,1.28,77520
15,31,10,0.1096,1.27,77276
16,31,10,0.1019,1.29,76600
17,31,10,0.1024,1.25,77384
18,31,10,0.1024,1.29,77448
19,31,10,0.1019,1.23,76576
20,31,10,0.1016,1.29,77704
21,31,10,0.1016,1.23,78452
22,31,10,0.1013,1.24,78736
23,31,10,0.1015,1.25,77640
24,31,10,0.1012,1.25,78740
25,31,10,0.1012,1.25,78572
26,31,10,0.1007,1.25,82928
27,31,10,0.1009,1.33,82496
28,31,10,0.1007,1.29,84204
29,31,10,0.1007,1.28,87364
30,31,10,0.1003,1.33,89384
10,32,10,0.9541,1.44,77080
11,32,10,0.1309,1.32,76084
12,32,10,0.1088,1.25,75140
13,32,10,0.1017,1.28,76648
14,32,10,0.104,1.28,76136
15,32,10,0.1039,1.27,77300
16,32,10,0.1016,1.24,76232
17,32,10,0.1021,1.23,77088
18,32,10,0.1021,1.24,78012
19,32,10,0.1015,1.27,77704
20,32,10,0.1012,1.27,78256
21,32,10,0.1013,1.23,78696
22,32,10,0.101,1.27,79124
23,32,10,0.1013,1.29,77268
24,32,10,0.1007,1.3,77212
25,32,10,0.1008,1.27,78552
26,32,10,0.1003,1.3,79760
27,32,10,0.1004,1.29,81476
28,32,10,0.1002,1.24,82960
29,32,10,0.1003,1.28,85064
30,32,10,0.0999,1.31,86100
10,33,10,0.1615,1.42,75836
11,33,10,0.1304,1.32,75580
12,33,10,0.0986,1.24,73524
13,33,10,0.1011,1.29,77384
14,33,10,0.0987,1.24,76720
15,33,10,0.0987,1.23,77312
16,33,10,0.0991,1.26,75580
17,33,10,0.0988,1.26,75652
18,33,10,0.0989,1.24,77628
19,33,10,0.0986,1.26,77640
20,33,10,0.0982,1.27,78348
21,33,10,0.0983,1.23,78508
22,33,10,0.0979,1.29,78940
23,33,10,0.0984,1.25,76896
24,33,10,0.0979,1.28,76340
25,33,10,0.0977,1.29,77928
26,33,10,0.0975,1.26,80632
27,33,10,0.097,1.23,79632
28,33,10,0.0972,1.27,81124
29,33,10,0.0973,1.27,82392
30,33,10,0.0969,1.26,83848
10,34,10,0.1606,1.44,77744
11,34,10,0.13,1.32,75112
12,34,10,0.098,1.25,75156
13,34,10,0.1002,1.26,77088
14,34,10,0.0979,1.22,76020
15,34,10,0.0979,1.28,76712
16,34,10,0.0986,1.22,76576
17,34,10,0.0981,1.25,76476
18,34,10,0.0982,1.24,77800
19,34,10,0.0977,1.26,77152
20,34,10,0.0977,1.23,77868
21,34,10,0.0975,1.26,79128
22,34,10,0.0946,1.23,77680
23,34,10,0.095,1.26,76952
24,34,10,0.0945,1.23,76408
25,34,10,0.0943,1.25,76852
26,34,10,0.0938,1.22,78736
27,34,10,0.0935,1.24,80736
28,34,10,0.0939,1.24,79232
29,34,10,0.0939,1.26,81468
30,34,10,0.0936,1.26,82392
10,35,10,0.1599,1.49,75436
11,35,10,0.1144,1.35,77220
12,35,10,0.0974,1.24,74396
13,35,10,0.0993,1.27,77332
14,35,10,0.0972,1.28,77468
15,35,10,0.0971,1.22,75632
16,35,10,0.0978,1.25,77088
17,35,10,0.0974,1.23,75824
18,35,10,0.0974,1.25,76724
19,35,10,0.0966,1.24,76744
20,35,10,0.0966,1.3,77548
21,35,10,0.0967,1.29,78080
22,35,10,0.0937,1.27,78384
23,35,10,0.0939,1.24,76736
24,35,10,0.0936,1.23,77168
25,35,10,0.0931,1.29,76476
26,35,10,0.0931,1.25,79052
27,35,10,0.0925,1.23,79668
28,35,10,0.0928,1.26,80924
29,35,10,0.0927,1.27,81320
30,35,10,0.0925,1.28,83276
10,36,10,0.1584,1.46,75860
11,36,10,0.1019,1.31,76052
12,36,10,0.0967,1.26,73576
13,36,10,0.094,1.26,76492
14,36,10,0.0943,1.25,76936
15,36,10,0.0942,1.23,77680
16,36,10,0.0972,1.26,77908
17,36,10,0.0948,1.3,77500
18,36,10,0.095,1.23,77180
19,36,10,0.0937,1.24,76012
20,36,10,0.0938,1.26,79332
21,36,10,0.0936,1.24,78868
22,36,10,0.0932,1.26,79024
23,36,10,0.0933,1.27,75136
24,36,10,0.0926,1.22,76160
25,36,10,0.0925,1.25,75728
26,36,10,0.0926,1.28,78920
27,36,10,0.0919,1.23,79900
28,36,10,0.0924,1.24,79884
29,36,10,0.0918,1.22,79904
30,36,10,0.0919,1.23,81200
10,37,10,0.1573,1.46,76448
11,37,10,0.1011,1.33,76580
12,37,10,0.0961,1.27,73704
13,37,10,0.0936,1.24,76024
14,37,10,0.0937,1.26,76360
15,37,10,0.0937,1.27,77680
16,37,10,0.0937,1.23,74688
17,37,10,0.0944,1.22,76940
18,37,10,0.0937,1.22,77300
19,37,10,0.0924,1.24,75440
20,37,10,0.0927,1.27,78704
21,37,10,0.0923,1.23,76604
22,37,10,0.0921,1.23,78732
23,37,10,0.0927,1.22,74664
24,37,10,0.0918,1.22,76740
25,37,10,0.092,1.23,77264
26,37,10,0.0916,1.24,79444
27,37,10,0.0911,1.22,80172
28,37,10,0.0917,1.25,79992
29,37,10,0.0911,1.28,79140
30,37,10,0.0909,1.22,79160
10,38,10,0.1564,1.47,75768
11,38,10,0.1006,1.23,75152
12,38,10,0.0957,1.27,73356
13,38,10,0.093,1.22,75396
14,38,10,0.0931,1.23,75908
15,38,10,0.0931,1.26,76948
16,38,10,0.0927,1.25,77260
17,38,10,0.0936,1.24,76428
18,38,10,0.0932,1.23,76156
19,38,10,0.0919,1.23,77376
20,38,10,0.092,1.28,78064
21,38,10,0.0916,1.21,77732
22,38,10,0.0915,1.24,77716
23,38,10,0.0924,1.22,76280
24,38,10,0.0911,1.25,76004
25,38,10,0.0911,1.22,76980
26,38,10,0.0905,1.25,78444
27,38,10,0.0904,1.26,79028
28,38,10,0.0909,1.25,78532
29,38,10,0.0904,1.23,78964
30,38,10,0.0904,1.23,80516
10,39,10,0.1321,1.46,76720
11,39,10,0.1002,1.31,74832
12,39,10,0.095,1.29,75152
13,39,10,0.0926,1.28,76540
14,39,10,0.0924,1.26,76448
15,39,10,0.0922,1.22,76568
16,39,10,0.0917,1.27,75672
17,39,10,0.0926,1.26,74632
18,39,10,0.092,1.25,76588
19,39,10,0.0911,1.25,76580
20,39,10,0.0911,1.25,75888
21,39,10,0.0905,1.27,77764
22,39,10,0.0908,1.25,78932
23,39,10,0.0917,1.22,75116
24,39,10,0.0904,1.23,75088
25,39,10,0.09,1.2,74040
26,39,10,0.0898,1.24,77624
27,39,10,0.0895,1.22,78324
28,39,10,0.0898,1.25,78688
29,39,10,0.0894,1.25,76604
30,39,10,0.0893,1.25,79184
10,40,10,0.1313,1.51,74928
11,40,10,0.0994,1.29,74416
12,40,10,0.0944,1.24,74312
13,40,10,0.092,1.29,77260
14,40,10,0.0917,1.25,75348
15,40,10,0.0914,1.26,76424
16,40,10,0.0915,1.2,74536
17,40,10,0.0921,1.23,75744
18,40,10,0.0912,1.24,75256
19,40,10,0.0902,1.25,76476
20,40,10,0.09,1.23,77116
21,40,10,0.0899,1.21,77296
22,40,10,0.0903,1.24,77280
23,40,10,0.0911,1.25,74752
24,40,10,0.0897,1.23,75084
25,40,10,0.0894,1.22,75156
26,40,10,0.0893,1.22,78316
27,40,10,0.0886,1.24,77088
28,40,10,0.089,1.21,78352
29,40,10,0.0886,1.23,78076
30,40,10,0.0887,1.23,80136
