seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
23,18,3,0.1164,0.66,74832
24,18,3,0.1164,0.66,68800
25,18,3,0.1164,0.66,69120
26,18,3,0.1164,0.66,69120
27,18,3,0.1164,0.65,68800
28,18,3,0.1164,0.65,68800
29,18,3,0.1164,0.66,69120
30,18,3,0.1164,0.66,69120
10,19,3,0.9867,1.55,84880
11,19,3,0.9869,1.51,79348
12,19,3,0.1419,1.27,79596
13,19,3,0.1309,1.28,80460
14,19,3,0.1164,1.27,80824
15,19,3,0.1163,1.3,79520
16,19,3,0.1163,1.23,83512
17,19,3,0.1163,1.31,86276
18,19,3,0.1162,1.33,91600
19,19,3,0.1161,1.39,101464
20,19,3,0.1161,0.65,75156
21,19,3,0.1161,0.65,69120
22,19,3,0.1161,0.66,69120
23,19,3,0.1161,0.65,69120
24,19,3,0.1161,0.66,68800
25,19,3,0.1161,0.66,69120
26,19,3,0.1161,0.65,69120
27,19,3,0.1161,0.65,68800
28,19,3,0.1161,0.64,69120
29,19,3,0.1161,0.66,68800
30,19,3,0.1161,0.66,68800
10,20,3,0.9852,1.5,83736
11,20,3,0.1348,1.51,79352
12,20,3,0.1415,1.27,77448
13,20,3,0.1308,1.32,79580
14,20,3,0.1163,1.24,79812
15,20,3,0.1161,1.28,81212
16,20,3,0.1162,1.29,82948
17,20,3,0.116,1.34,84908
18,20,3,0.1161,1.33,87308
19,20,3,0.1159,1.33,94024
20,20,3,0.1159,1.4,97544
21,20,3,0.1159,0.66,69120
22,20,3,0.1159,0.66,68800
23,20,3,0.1159,0.65,68800
24,20,3,0.1159,0.64,69120
25,20,3,0.1159,0.65,69120
26,20,3,0.1159,0.66,68800
27,20,3,0.1159,0.67,68800
28,20,3,0.1159,0.66,69120
29,20,3,0.1159,0.65,69120
30,20,3,0.1159,0.66,69120
10,21,3,0.9837,1.44,84228
11,21,3,0.1346,1.49,78916
12,21,3,0.1305,1.25,76728
13,21,3,0.1307,1.26,78300
14,21,3,0.116,1.32,79896
15,21,3,0.116,1.28,78832
16,21,3,0.116,1.29,81676
17,21,3,0.1159,1.35,82600
18,21,3,0.1159,1.3,83952
19,21,3,0.1158,1.34,87824
20,21,3,0.1158,1.33,90892
21,21,3,0.1158,1.4,98860
22,21,3,0.1158,0.66,68800
23,21,3,0.1158,0.66,68800
24,21,3,0.1158,0.66,68800
25,21,3,0.1158,0.65,69120
26,21,3,0.1158,0.66,69120
27,21,3,0.1158,0.66,74836
28,21,3,0.1158,0.66,69120
29,21,3,0.1158,0.65,69120
30,21,3,0.1158,0.65,75512
10,22,3,0.9816,1.38,82956
11,22,3,0.1342,1.48,79164
12,22,3,0.1302,1.26,75148
13,22,3,0.1304,1.27,79628
14,22,3,0.1156,1.29,78676
15,22,3,0.1157,1.24,79732
16,22,3,0.1157,1.31,80496
17,22,3,0.1157,1.28,81932
18,22,3,0.1156,1.29,81728
19,22,3,0.1156,1.32,83184
20,22,3,0.1155,1.34,85736
21,22,3,0.1155,1.36,92044
22,22,3,0.1155,1.38,102872
23,22,3,0.1155,0.65,68800
24,22,3,0.1155,0.65,68800
25,22,3,0.1155,0.65,69120
26,22,3,0.1155,0.66,69120
27,22,3,0.1155,0.65,69120
28,22,3,0.1155,0.65,69120
29,22,3,0.1155,0.66,69120
30,22,3,0.1155,0.65,69120
10,23,3,0.98,1.35,82920
11,23,3,0.1341,1.47,78452
12,23,3,0.1186,1.25,76984
13,23,3,0.1301,1.27,79168
14,23,3,0.1154,1.23,79344
15,23,3,0.1153,1.34,79372
16,23,3,0.1155,1.29,78804
17,23,3,0.1154,1.28,80244
18,23,3,0.1154,1.25,81192
19,23,3,0.1153,1.3,82444
20,23,3,0.1153,1.26,86012
21,23,3,0.1154,1.28,86976
22,23,3,0.1153,1.35,93216
23,23,3,0.1152,1.37,100616
24,23,3,0.1152,0.66,69120
25,23,3,0.1152,0.66,69120
26,23,3,0.1152,0.65,68800
27,23,3,0.1152,0.65,68800
28,23,3,0.1152,0.65,75156
29,23,3,0.1152,0.65,75156
30,23,3,0.1152,0.66,75152
10,24,3,0.9769,1.31,76784
11,24,3,0.1334,1.44,79140
12,24,3,0.1179,1.29,76952
13,24,3,0.1114,1.26,78540
14,24,3,0.1111,1.28,77812
15,24,3,0.111,1.27,79740
16,24,3,0.1113,1.29,80040
17,24,3,0.1112,1.25,80140
18,24,3,0.111,1.3,79636
19,24,3,0.111,1.28,82116
20,24,3,0.111,1.26,83048
21,24,3,0.111,1.28,84152
22,24,3,0.111,1.34,86608
23,24,3,0.1109,1.33,89256
24,24,3,0.1109,1.44,101004
25,24,3,0.1109,0.66,68800
26,24,3,0.1109,0.65,69120
27,24,3,0.1109,0.66,69120
28,24,3,0.1109,0.66,69120
29,24,3,0.1109,0.66,75148
30,24,3,0.1109,0.66,68800
10,25,3,0.9759,1.3,81288
11,25,3,0.1334,1.37,77808
12,25,3,0.1178,1.31,75148
13,25,3,0.1113,1.3,78384
14,25,3,0.111,1.29,78308
15,25,3,0.1108,1.25,78184
16,25,3,0.1111,1.24,78412
17,25,3,0.1111,1.25,78228
18,25,3,0.1109,1.32,79400
19,25,3,0.111,1.28,81028
20,25,3,0.1107,1.29,82044
21,25,3,0.1108,1.28,84376
22,25,3,0.1107,1.29,85372
23,25,3,0.1107,1.31,86004
24,25,3,0.1106,1.29,91144
25,25,3,0.1106,1.4,98124
26,25,3,0.1106,0.65,68800
27,25,3,0.1106,0.65,68800
28,25,3,0.1106,0.65,68800
29,25,3,0.1106,0.65,75156
30,25,3,0.1106,0.65,75156
10,26,3,0.9738,1.26,82140
11,26,3,0.1331,1.42,79060
12,26,3,0.1111,1.25,75584
13,26,3,0.1112,1.3,78952
14,26,3,0.111,1.23,76800
15,26,3,0.1108,1.3,77680
16,26,3,0.111,1.28,79728
17,26,3,0.111,1.27,78752
18,26,3,0.1107,1.29,78056
19,26,3,0.1107,1.28,79912
20,26,3,0.1104,1.29,81748
21,26,3,0.1106,1.25,82480
22,26,3,0.1106,1.29,83696
23,26,3,0.1105,1.32,82312
24,26,3,0.1105,1.28,86024
25,26,3,0.1104,1.32,90436
26,26,3,0.1105,1.4,100420
27,26,3,0.1105,0.65,69120
28,26,3,0.1105,0.66,69120
29,26,3,0.1105,0.66,69120
30,26,3,0.1105,0.64,68800
10,27,3,0.9698,1.22,79512
11,27,3,0.1324,1.32,77244
12,27,3,0.1104,1.29,74800
13,27,3,0.1106,1.26,76804
14,27,3,0.1105,1.24,78080
15,27,3,0.1103,1.25,78020
16,27,3,0.1028,1.27,77668
17,27,3,0.1104,1.23,79572
18,27,3,0.1103,1.31,79636
19,27,3,0.1026,1.26,78264
20,27,3,0.1024,1.24,80720
21,27,3,0.1024,1.27,81568
22,27,3,0.1024,1.26,80884
23,27,3,0.1022,1.3,81280
24,27,3,0.1022,1.3,82424
25,27,3,0.102,1.3,83812
26,27,3,0.1021,1.33,90820
27,27,3,0.1018,1.34,102004
28,27,3,0.1018,0.64,68800
29,27,3,0.1018,0.65,69120
30,27,3,0.1018,0.66,75152
10,28,3,0.9662,1.21,78732
11,28,3,0.1321,1.4,78456
12,28,3,0.1105,1.23,77132
13,28,3,0.1105,1.26,77512
14,28,3,0.1104,1.24,76556
15,28,3,0.1103,1.29,78532
16,28,3,0.1027,1.26,78952
17,28,3,0.1104,1.25,78104
18,28,3,0.11,1.26,78108
19,28,3,0.1025,1.25,79216
20,28,3,0.1021,1.25,79788
21,28,3,0.1023,1.25,80996
22,28,3,0.1021,1.24,79872
23,28,3,0.1022,1.28,79036
24,28,3,0.1022,1.29,80556
25,28,3,0.102,1.3,83072
26,28,3,0.102,1.28,84608
27,28,3,0.1018,1.31,89540
28,28,3,0.1018,1.33,100340
29,28,3,0.1018,0.67,69120
30,28,3,0.1018,0.65,69120
10,29,3,0.9621,1.21,75784
11,29,3,0.1318,1.41,76388
12,29,3,0.1103,1.29,75756
13,29,3,0.1101,1.25,77996
14,29,3,0.11,1.28,77620
15,29,3,0.11,1.25,77176
16,29,3,0.1022,1.22,78100
17,29,3,0.1101,1.25,79272
18,29,3,0.1097,1.27,77584
19,29,3,0.102,1.26,78628
20,29,3,0.1018,1.23,79308
21,29,3,0.1019,1.29,79744
22,29,3,0.1016,1.27,80308
23,29,3,0.1017,1.28,78696
24,29,3,0.1017,1.23,80508
25,29,3,0.1015,1.27,82180
26,29,3,0.1013,1.28,83912
27,29,3,0.1013,1.31,86732
28,29,3,0.1012,1.34,90376
29,29,3,0.1011,1.3,101636
30,29,3,0.1011,0.65,69120
10,30,3,0.9594,1.25,77768
11,30,3,0.1316,1.33,77276
12,30,3,0.1097,1.24,73588
13,30,3,0.1024,1.26,77628
14,30,3,0.1099,1.26,76164
15,30,3,0.1098,1.26,77616
16,30,3,0.1021,1.28,79608
17,30,3,0.1027,1.25,76492
18,30,3,0.1097,1.25,77548
19,30,3,0.102,1.3,77252
20,30,3,0.1018,1.26,79820
21,30,3,0.1017,1.25,79236
22,30,3,0.1015,1.25,80372
23,30,3,0.1017,1.3,78748
24,30,3,0.1015,1.25,79940
25,30,3,0.1014,1.28,80532
26,30,3,0.101,1.33,82248
27,30,3,0.1012,1.3,83792
28,30,3,0.1011,1.33,87316
29,30,3,0.1011,1.35,90352
30,30,3,0.1009,1.33,101680
10,31,3,0.957,1.34,76524
11,31,3,0.1313,1.32,76828
12,31,3,0.1092,1.27,74724
13,31,3,0.1023,1.25,76620
14,31,3,0.1098,1.27,76808
15,31,3,0.1096,1.23,76452
16,31,3,0.1019,1.25,77552
17,31,3,0.1024,1.27,78168
18,31,3,0.1024,1.25,76680
19,31,3,0.1019,1.21,78244
20,31,3,0.1016,1.23,79340
21,31,3,0.1016,1.25,78588
22,31,3,0.1013,1.25,80452
23,31,3,0.1015,1.24,77228
24,31,3,0.1012,1.27,78292
25,31,3,0.1012,1.23,78624
26,31,3,0.1007,1.24,81588
27,31,3,0.1009,1.26,81796
28,31,3,0.1007,1.25,84272
29,31,3,0.1007,1.28,87164
30,31,3,0.1003,1.3,90096
10,32,3,0.9541,1.39,79568
11,32,3,0.1309,1.3,75476
12,32,3,0.1088,1.26,74408
13,32,3,0.1017,1.26,75936
14,32,3,0.104,1.24,75888
15,32,3,0.1039,1.23,78488
16,32,3,0.1016,1.24,76640
17,32,3,0.1021,1.25,76936
18,32,3,0.1021,1.22,77632
19,32,3,0.1015,1.27,77536
20,32,3,0.1012,1.25,78692
21,32,3,0.1013,1.25,78492
22,32,3,0.101,1.25,78836
23,32,3,0.1013,1.26,78104
24,32,3,0.1007,1.26,76300
25,32,3,0.1008,1.28,78320
26,32,3,0.1003,1.28,79544
27,32,3,0.1004,1.23,81020
28,32,3,0.1002,1.29,83360
29,32,3,0.1003,1.26,84088
30,32,3,0.0999,1.28,86604
10,33,3,0.1615,1.45,78704
11,33,3,0.1304,1.23,76280
12,33,3,0.0986,1.24,73016
13,33,3,0.1011,1.26,75948
14,33,3,0.0987,1.21,76328
15,33,3,0.0987,1.22,76812
16,33,3,0.0991,1.24,76460
17,33,3,0.0988,1.25,76128
18,33,3,0.0989,1.27,77460
19,33,3,0.0986,1.23,77760
20,33,3,0.0982,1.24,78356
21,33,3,0.0983,1.26,76952
22,33,3,0.0979,1.25,78108
23,33,3,0.0984,1.24,77224
24,33,3,0.0979,1.25,77996
25,33,3,0.0977,1.25,77456
26,33,3,0.0975,1.28,80900
27,33,3,0.097,1.27,80268
28,33,3,0.0972,1.29,79356
29,33,3,0.0973,1.28,83328
30,33,3,0.0969,1.28,84628
10,34,3,0.1606,1.45,76928
11,34,3,0.13,1.29,75516
12,34,3,0.098,1.22,75144
13,34,3,0.1002,1.24,74836
14,34,3,0.0979,1.23,77148
15,34,3,0.0979,1.23,76704
16,34,3,0.0986,1.22,77592
17,34,3,0.0981,1.23,75428
18,34,3,0.0982,1.24,76644
19,34,3,0.0977,1.24,76908
20,34,3,0.0977,1.27,77660
21,34,3,0.0975,1.26,78676
22,34,3,0.0946,1.21,77600
23,34,3,0.095,1.25,75436
24,34,3,0.0945,1.23,76636
25,34,3,0.0943,1.29,78048
26,34,3,0.0938,1.25,79316
27,34,3,0.0935,1.24,79608
28,34,3,0.0939,1.28,80852
29,34,3,0.0939,1.26,81936
30,34,3,0.0936,1.28,83804
10,35,3,0.1599,1.46,75152
11,35,3,0.1144,1.29,75700
12,35,3,0.0974,1.25,73680
13,35,3,0.0993,1.25,76416
14,35,3,0.0972,1.24,77496
15,35,3,0.0971,1.24,76720
16,35,3,0.0978,1.26,76128
17,35,3,0.0974,1.24,76292
18,35,3,0.0974,1.22,78388
19,35,3,0.0966,1.26,76620
20,35,3,0.0966,1.23,78768
21,35,3,0.0967,1.2,79024
22,35,3,0.0937,1.25,78336
23,35,3,0.0939,1.22,76816
24,35,3,0.0936,1.25,75232
25,35,3,0.0931,1.26,76000
26,35,3,0.0931,1.25,77940
27,35,3,0.0925,1.27,79096
28,35,3,0.0928,1.25,80756
29,35,3,0.0927,1.24,80752
30,35,3,0.0925,1.26,81880
10,36,3,0.1584,1.47,75948
11,36,3,0.1019,1.25,74816
12,36,3,0.0967,1.26,73964
13,36,3,0.094,1.24,75988
14,36,3,0.0943,1.22,77004
15,36,3,0.0942,1.23,77480
16,36,3,0.0972,1.24,76704
17,36,3,0.0948,1.23,76616
18,36,3,0.095,1.24,77868
19,36,3,0.0937,1.2,76732
20,36,3,0.0938,1.21,77248
21,36,3,0.0936,1.22,78372
22,36,3,0.0932,1.24,79336
23,36,3,0.0933,1.25,75940
24,36,3,0.0926,1.2,76004
25,36,3,0.0925,1.28,75932
26,36,3,0.0926,1.24,77804
27,36,3,0.0919,1.23,78784
28,36,3,0.0924,1.28,81600
29,36,3,0.0918,1.26,80436
30,36,3,0.0919,1.26,81704
10,37,3,0.1573,1.48,77392
11,37,3,0.1011,1.24,76096
12,37,3,0.0961,1.27,73376
13,37,3,0.0936,1.28,76644
14,37,3,0.0937,1.23,77508
15,37,3,0.0937,1.24,77432
16,37,3,0.0937,1.28,76064
17,37,3,0.0944,1.22,78228
18,37,3,0.0937,1.21,75944
19,37,3,0.0924,1.23,76520
20,37,3,0.0927,1.25,78272
21,37,3,0.0923,1.22,76568
22,37,3,0.0921,1.24,78208
23,37,3,0.0927,1.23,75544
24,37,3,0.0918,1.26,75188
25,37,3,0.092,1.22,76776
26,37,3,0.0916,1.23,77964
27,37,3,0.0911,1.25,78680
28,37,3,0.0917,1.23,80524
29,37,3,0.0911,1.24,79600
30,37,3,0.0909,1.26,79836
10,38,3,0.1564,1.49,76960
11,38,3,0.1006,1.3,75640
12,38,3,0.0957,1.28,73772
13,38,3,0.093,1.21,76288
14,38,3,0.0931,1.23,76912
15,38,3,0.0931,1.22,76624
16,38,3,0.0927,1.2,76612
17,38,3,0.0936,1.28,77164
18,38,3,0.0932,1.22,79492
19,38,3,0.0919,1.24,76740
20,38,3,0.092,1.19,77232
21,38,3,0.0916,1.24,76664
22,38,3,0.0915,1.25,77896
23,38,3,0.0924,1.24,75520
24,38,3,0.0911,1.24,76508
25,38,3,0.0911,1.25,75156
26,38,3,0.0905,1.24,78548
27,38,3,0.0904,1.24,78788
28,38,3,0.0909,1.23,79476
29,38,3,0.0904,1.23,78864
30,38,3,0.0904,1.24,79924
10,39,3,0.1321,1.46,76720
11,39,3,0.1002,1.27,75068
12,39,3,0.095,1.26,74412
13,39,3,0.0926,1.28,75704
14,39,3,0.0924,1.21,76284
15,39,3,0.0922,1.23,77164
16,39,3,0.0917,1.25,75852
17,39,3,0.0926,1.26,76272
18,39,3,0.092,1.23,76224
19,39,3,0.0911,1.24,76924
20,39,3,0.0911,1.24,76632
21,39,3,0.0905,1.22,77060
22,39,3,0.0908,1.21,77876
23,39,3,0.0917,1.2,76060
24,39,3,0.0904,1.23,76672
25,39,3,0.09,1.24,75976
26,39,3,0.0898,1.25,77132
27,39,3,0.0895,1.25,77340
28,39,3,0.0898,1.26,78608
29,39,3,0.0894,1.22,78448
30,39,3,0.0893,1.25,78540
10,40,3,0.1313,1.49,75072
11,40,3,0.0994,1.24,76344
12,40,3,0.0944,1.26,73916
13,40,3,0.092,1.22,75688
14,40,3,0.0917,1.24,76468
15,40,3,0.0914,1.22,76172
16,40,3,0.0915,1.26,74832
17,40,3,0.0921,1.22,75296
18,40,3,0.0912,1.25,74836
19,40,3,0.0902,1.24,75888
20,40,3,0.09,1.23,78708
21,40,3,0.0899,1.22,78188
22,40,3,0.0903,1.24,75696
23,40,3,0.0911,1.21,74456
24,40,3,0.0897,1.23,76080
25,40,3,0.0894,1.25,76344
26,40,3,0.0893,1.23,78208
27,40,3,0.0886,1.25,77012
28,40,3,0.089,1.25,78224
29,40,3,0.0886,1.24,79108
30,40,3,0.0887,1.25,78256
