seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
20,21,6,0.1158,1.36,93060
21,21,6,0.1158,1.42,102012
22,21,6,0.1158,0.65,68800
23,21,6,0.1158,0.66,69120
24,21,6,0.1158,0.65,69120
25,21,6,0.1158,0.66,68800
26,21,6,0.1158,0.66,68800
27,21,6,0.1158,0.66,68800
28,21,6,0.1158,0.65,68800
29,21,6,0.1158,0.65,69120
30,21,6,0.1158,0.66,68800
10,22,6,0.9816,1.38,83492
11,22,6,0.1342,1.47,79128
12,22,6,0.1302,1.29,75440
13,22,6,0.1304,1.3,79084
14,22,6,0.1156,1.26,78900
15,22,6,0.1157,1.29,79428
16,22,6,0.1157,1.27,80968
17,22,6,0.1157,1.28,82596
18,22,6,0.1156,1.34,82428
19,22,6,0.1156,1.25,83776
20,22,6,0.1155,1.37,85680
21,22,6,0.1155,1.32,91296
22,22,6,0.1155,1.35,100564
23,22,6,0.1155,0.67,68800
24,22,6,0.1155,0.66,68800
25,22,6,0.1155,0.65,75148
26,22,6,0.1155,0.66,74836
27,22,6,0.1155,0.66,75152
28,22,6,0.1155,0.65,69120
29,22,6,0.1155,0.65,69120
30,22,6,0.1155,0.66,69120
10,23,6,0.98,1.34,77832
11,23,6,0.1341,1.49,76932
12,23,6,0.1186,1.25,76736
13,23,6,0.1301,1.24,77960
14,23,6,0.1154,1.33,78816
15,23,6,0.1153,1.3,78556
16,23,6,0.1155,1.27,78356
17,23,6,0.1154,1.27,80264
18,23,6,0.1154,1.28,80100
19,23,6,0.1153,1.28,81068
20,23,6,0.1153,1.28,85248
21,23,6,0.1154,1.32,86268
22,23,6,0.1153,1.34,91208
23,23,6,0.1152,1.38,98812
24,23,6,0.1152,0.65,75200
25,23,6,0.1152,0.67,69120
26,23,6,0.1152,0.66,69120
27,23,6,0.1152,0.66,69120
28,23,6,0.1152,0.65,69120
29,23,6,0.1152,0.66,69120
30,23,6,0.1152,0.66,69120
10,24,6,0.9769,1.31,79544
11,24,6,0.1334,1.46,76908
12,24,6,0.1179,1.27,75152
13,24,6,0.1114,1.29,77848
14,24,6,0.1111,1.28,78656
15,24,6,0.111,1.29,79028
16,24,6,0.1113,1.26,79076
17,24,6,0.1112,1.27,78296
18,24,6,0.111,1.29,79708
19,24,6,0.111,1.27,81528
20,24,6,0.111,1.3,83528
21,24,6,0.111,1.3,83340
22,24,6,0.111,1.33,85992
23,24,6,0.1109,1.31,91752
24,24,6,0.1109,1.34,99920
25,24,6,0.1109,0.64,69120
26,24,6,0.1109,0.66,69120
27,24,6,0.1109,0.66,69120
28,24,6,0.1109,0.66,69120
29,24,6,0.1109,0.64,69120
30,24,6,0.1109,0.65,69120
10,25,6,0.9759,1.29,77232
11,25,6,0.1334,1.38,76872
12,25,6,0.1178,1.27,75968
13,25,6,0.1113,1.31,77464
14,25,6,0.111,1.26,77652
15,25,6,0.1108,1.33,77944
16,25,6,0.1111,1.26,80056
17,25,6,0.1111,1.31,79688
18,25,6,0.1109,1.27,79164
19,25,6,0.111,1.24,78980
20,25,6,0.1107,1.33,81872
21,25,6,0.1108,1.26,84572
22,25,6,0.1107,1.31,84852
23,25,6,0.1107,1.32,86680
24,25,6,0.1106,1.32,91136
25,25,6,0.1106,1.38,99140
26,25,6,0.1106,0.66,75152
27,25,6,0.1106,0.65,69120
28,25,6,0.1106,0.65,69120
29,25,6,0.1106,0.66,69120
30,25,6,0.1106,0.65,69120
10,26,6,0.9738,1.26,80216
11,26,6,0.1331,1.37,78232
12,26,6,0.1111,1.26,75208
13,26,6,0.1112,1.29,77476
14,26,6,0.111,1.28,78564
15,26,6,0.1108,1.24,78576
16,26,6,0.111,1.24,77720
17,26,6,0.111,1.26,78876
18,26,6,0.1107,1.24,79428
19,26,6,0.1107,1.27,78548
20,26,6,0.1104,1.29,81160
21,26,6,0.1106,1.3,82308
22,26,6,0.1106,1.29,81880
23,26,6,0.1105,1.3,82724
24,26,6,0.1105,1.31,84316
25,26,6,0.1104,1.34,89240
26,26,6,0.1105,1.35,102024
27,26,6,0.1105,0.64,69120
28,26,6,0.1105,0.67,68800
29,26,6,0.1105,0.65,69120
30,26,6,0.1105,0.65,75156
10,27,6,0.9698,1.22,76876
11,27,6,0.1324,1.37,77184
12,27,6,0.1104,1.25,76272
13,27,6,0.1106,1.29,75156
14,27,6,0.1105,1.27,77484
15,27,6,0.1103,1.27,77876
16,27,6,0.1028,1.25,77952
17,27,6,0.1104,1.23,78004
18,27,6,0.1103,1.24,78896
19,27,6,0.1026,1.25,78156
20,27,6,0.1024,1.26,80776
21,27,6,0.1024,1.29,81600
22,27,6,0.1024,1.29,82268
23,27,6,0.1022,1.32,81856
24,27,6,0.1022,1.31,83140
25,27,6,0.102,1.32,83640
26,27,6,0.1021,1.34,89364
27,27,6,0.1018,1.39,100896
28,27,6,0.1018,0.66,69120
29,27,6,0.1018,0.65,68800
30,27,6,0.1018,0.65,69120
10,28,6,0.9662,1.21,77508
11,28,6,0.1321,1.32,77340
12,28,6,0.1105,1.24,75008
13,28,6,0.1105,1.25,76448
14,28,6,0.1104,1.27,77044
15,28,6,0.1103,1.25,76700
16,28,6,0.1027,1.28,78560
17,28,6,0.1104,1.3,78144
18,28,6,0.11,1.24,78728
19,28,6,0.1025,1.26,77764
20,28,6,0.1021,1.29,80192
21,28,6,0.1023,1.29,80588
22,28,6,0.1021,1.28,80768
23,28,6,0.1022,1.27,78792
24,28,6,0.1022,1.26,80900
25,28,6,0.102,1.28,83016
26,28,6,0.102,1.34,85344
27,28,6,0.1018,1.3,91144
28,28,6,0.1018,1.37,99088
29,28,6,0.1018,0.66,69120
30,28,6,0.1018,0.66,74840
10,29,6,0.9621,1.2,78892
11,29,6,0.1318,1.37,78812
12,29,6,0.1103,1.26,75156
13,29,6,0.1101,1.27,76984
14,29,6,0.11,1.23,77560
15,29,6,0.11,1.26,77876
16,29,6,0.1022,1.26,77444
17,29,6,0.1101,1.27,76392
18,29,6,0.1097,1.28,76608
19,29,6,0.102,1.25,78048
20,29,6,0.1018,1.24,80472
21,29,6,0.1019,1.24,80660
22,29,6,0.1016,1.31,79968
23,29,6,0.1017,1.27,80584
24,29,6,0.1017,1.25,80100
25,29,6,0.1015,1.3,80216
26,29,6,0.1013,1.27,84100
27,29,6,0.1013,1.33,86220
28,29,6,0.1012,1.34,90292
29,29,6,0.1011,1.36,102624
30,29,6,0.1011,0.66,68800
10,30,6,0.9594,1.27,77696
11,30,6,0.1316,1.31,76492
12,30,6,0.1097,1.25,74504
13,30,6,0.1024,1.32,75700
14,30,6,0.1099,1.24,77588
15,30,6,0.1098,1.22,77812
16,30,6,0.1021,1.25,78052
17,30,6,0.1027,1.25,77756
18,30,6,0.1097,1.25,77844
19,30,6,0.102,1.27,77648
20,30,6,0.1018,1.23,79516
21,30,6,0.1017,1.26,79708
22,30,6,0.1015,1.23,79888
23,30,6,0.1017,1.28,77916
24,30,6,0.1015,1.25,78852
25,30,6,0.1014,1.25,79360
26,30,6,0.101,1.25,81436
27,30,6,0.1012,1.25,85180
28,30,6,0.1011,1.29,84272
29,30,6,0.1011,1.33,89404
30,30,6,0.1009,1.35,101940
10,31,6,0.957,1.29,77892
11,31,6,0.1313,1.23,76476
12,31,6,0.1092,1.26,74660
13,31,6,0.1023,1.25,78060
14,31,6,0.1098,1.28,77100
15,31,6,0.1096,1.22,75876
16,31,6,0.1019,1.26,76816
17,31,6,0.1024,1.25,77364
18,31,6,0.1024,1.21,77348
19,31,6,0.1019,1.24,76868
20,31,6,0.1016,1.24,79700
21,31,6,0.1016,1.26,79816
22,31,6,0.1013,1.22,80888
23,31,6,0.1015,1.27,76212
24,31,6,0.1012,1.25,78284
25,31,6,0.1012,1.24,79496
26,31,6,0.1007,1.27,81488
27,31,6,0.1009,1.25,82288
28,31,6,0.1007,1.3,83924
29,31,6,0.1007,1.3,87548
30,31,6,0.1003,1.32,89436
10,32,6,0.9541,1.42,77208
11,32,6,0.1309,1.23,76708
12,32,6,0.1088,1.27,75096
13,32,6,0.1017,1.27,76324
14,32,6,0.104,1.29,76308
15,32,6,0.1039,1.23,76516
16,32,6,0.1016,1.22,76364
17,32,6,0.1021,1.22,77084
18,32,6,0.1021,1.27,78368
19,32,6,0.1015,1.25,78316
20,32,6,0.1012,1.27,77348
21,32,6,0.1013,1.24,77876
22,32,6,0.101,1.24,78892
23,32,6,0.1013,1.26,78708
24,32,6,0.1007,1.27,78460
25,32,6,0.1008,1.26,77576
26,32,6,0.1003,1.25,82000
27,32,6,0.1004,1.26,80868
28,32,6,0.1002,1.29,81720
29,32,6,0.1003,1.28,83220
30,32,6,0.0999,1.3,87640
10,33,6,0.1615,1.45,77368
11,33,6,0.1304,1.3,74840
12,33,6,0.0986,1.27,74948
13,33,6,0.1011,1.27,75848
14,33,6,0.0987,1.26,77560
15,33,6,0.0987,1.24,77836
16,33,6,0.0991,1.24,76612
17,33,6,0.0988,1.23,76456
18,33,6,0.0989,1.23,76996
19,33,6,0.0986,1.26,77632
20,33,6,0.0982,1.25,79608
21,33,6,0.0983,1.22,78916
22,33,6,0.0979,1.24,79428
23,33,6,0.0984,1.26,76616
24,33,6,0.0979,1.23,77108
25,33,6,0.0977,1.26,77212
26,33,6,0.0975,1.25,79036
27,33,6,0.097,1.22,80452
28,33,6,0.0972,1.23,80924
29,33,6,0.0973,1.25,82824
30,33,6,0.0969,1.27,85196
10,34,6,0.1606,1.44,77080
11,34,6,0.13,1.36,75004
12,34,6,0.098,1.3,75404
13,34,6,0.1002,1.29,76580
14,34,6,0.0979,1.22,77464
15,34,6,0.0979,1.25,76164
16,34,6,0.0986,1.26,76836
17,34,6,0.0981,1.24,76004
18,34,6,0.0982,1.23,76952
19,34,6,0.0977,1.21,77976
20,34,6,0.0977,1.24,79032
21,34,6,0.0975,1.25,77436
22,34,6,0.0946,1.23,78224
23,34,6,0.095,1.24,76592
24,34,6,0.0945,1.22,76840
25,34,6,0.0943,1.25,77152
26,34,6,0.0938,1.25,79396
27,34,6,0.0935,1.23,80424
28,34,6,0.0939,1.24,80036
29,34,6,0.0939,1.28,82904
30,34,6,0.0936,1.25,82948
10,35,6,0.1599,1.46,77828
11,35,6,0.1144,1.26,76376
12,35,6,0.0974,1.25,73664
13,35,6,0.0993,1.25,77624
14,35,6,0.0972,1.26,76568
15,35,6,0.0971,1.27,75936
16,35,6,0.0978,1.23,75956
17,35,6,0.0974,1.23,76536
18,35,6,0.0974,1.26,75948
19,35,6,0.0966,1.23,77104
20,35,6,0.0966,1.23,78096
21,35,6,0.0967,1.23,78792
22,35,6,0.0937,1.24,76960
23,35,6,0.0939,1.24,75324
24,35,6,0.0936,1.22,76996
25,35,6,0.0931,1.24,76116
26,35,6,0.0931,1.25,79704
27,35,6,0.0925,1.26,78128
28,35,6,0.0928,1.24,79856
29,35,6,0.0927,1.22,80180
30,35,6,0.0925,1.29,80972
10,36,6,0.1584,1.48,75536
11,36,6,0.1019,1.26,76216
12,36,6,0.0967,1.29,73748
13,36,6,0.094,1.21,75860
14,36,6,0.0943,1.25,77152
15,36,6,0.0942,1.23,76836
16,36,6,0.0972,1.23,76972
17,36,6,0.0948,1.24,76264
18,36,6,0.095,1.24,77028
19,36,6,0.0937,1.33,76556
20,36,6,0.0938,1.22,77504
21,36,6,0.0936,1.24,78676
22,36,6,0.0932,1.23,79620
23,36,6,0.0933,1.24,75788
24,36,6,0.0926,1.23,77276
25,36,6,0.0925,1.24,75784
26,36,6,0.0926,1.24,78552
27,36,6,0.0919,1.24,79192
28,36,6,0.0924,1.24,78560
29,36,6,0.0918,1.25,80676
30,36,6,0.0919,1.26,80304
10,37,6,0.1573,1.48,76940
11,37,6,0.1011,1.25,75152
12,37,6,0.0961,1.22,73164
13,37,6,0.0936,1.25,76488
14,37,6,0.0937,1.26,75276
15,37,6,0.0937,1.24,77324
16,37,6,0.0937,1.25,75676
17,37,6,0.0944,1.22,77160
18,37,6,0.0937,1.24,77512
19,37,6,0.0924,1.23,76980
20,37,6,0.0927,1.22,76640
21,37,6,0.0923,1.24,79036
22,37,6,0.0921,1.23,77984
23,37,6,0.0927,1.21,75708
24,37,6,0.0918,1.21,76296
25,37,6,0.092,1.23,76076
26,37,6,0.0916,1.28,78016
27,37,6,0.0911,1.24,77276
28,37,6,0.0917,1.26,78812
29,37,6,0.0911,1.24,78868
30,37,6,0.0909,1.23,80256
10,38,6,0.1564,1.48,75368
11,38,6,0.1006,1.26,74888
12,38,6,0.0957,1.2,75152
13,38,6,0.093,1.26,75304
14,38,6,0.0931,1.24,76688
15,38,6,0.0931,1.23,77656
16,38,6,0.0927,1.23,76760
17,38,6,0.0936,1.19,77172
18,38,6,0.0932,1.23,76076
19,38,6,0.0919,1.22,77360
20,38,6,0.092,1.21,77052
21,38,6,0.0916,1.22,79012
22,38,6,0.0915,1.24,77040
23,38,6,0.0924,1.23,75752
24,38,6,0.0911,1.22,76232
25,38,6,0.0911,1.24,76072
26,38,6,0.0905,1.22,78760
27,38,6,0.0904,1.25,77616
28,38,6,0.0909,1.25,78052
29,38,6,0.0904,1.23,80960
30,38,6,0.0904,1.24,78424
10,39,6,0.1321,1.46,75396
11,39,6,0.1002,1.27,74540
12,39,6,0.095,1.25,73536
13,39,6,0.0926,1.27,76404
14,39,6,0.0924,1.22,77692
15,39,6,0.0922,1.25,76564
16,39,6,0.0917,1.23,74928
17,39,6,0.0926,1.26,75152
18,39,6,0.092,1.24,77844
19,39,6,0.0911,1.22,76428
20,39,6,0.0911,1.23,77808
21,39,6,0.0905,1.23,77448
22,39,6,0.0908,1.23,78212
23,39,6,0.0917,1.21,75656
24,39,6,0.0904,1.24,75472
25,39,6,0.09,1.25,76004
26,39,6,0.0898,1.26,78268
27,39,6,0.0895,1.27,78152
28,39,6,0.0898,1.25,77824
29,39,6,0.0894,1.24,78748
30,39,6,0.0893,1.24,77848
10,40,6,0.1313,1.49,75468
11,40,6,0.0994,1.33,75896
12,40,6,0.0944,1.26,72336
13,40,6,0.092,1.24,74736
14,40,6,0.0917,1.24,75308
15,40,6,0.0914,1.22,75240
16,40,6,0.0915,1.24,75216
17,40,6,0.0921,1.23,75008
18,40,6,0.0912,1.22,75656
19,40,6,0.0902,1.23,76392
20,40,6,0.09,1.27,76600
21,40,6,0.0899,1.23,77256
22,40,6,0.0903,1.24,76864
23,40,6,0.0911,1.21,74652
24,40,6,0.0897,1.25,75956
25,40,6,0.0894,1.21,75996
26,40,6,0.0893,1.28,77736
27,40,6,0.0886,1.24,77960
28,40,6,0.089,1.23,79092
29,40,6,0.0886,1.24,78108
30,40,6,0.0887,1.23,79332
