seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
14,20,8,0.1163,1.3,82464
15,20,8,0.1161,1.33,80088
16,20,8,0.1162,1.28,82336
17,20,8,0.116,1.34,83628
18,20,8,0.1161,1.33,87228
19,20,8,0.1159,1.36,91260
20,20,8,0.1159,1.4,98952
21,20,8,0.1159,0.65,69120
22,20,8,0.1159,0.67,69120
23,20,8,0.1159,0.65,69120
24,20,8,0.1159,0.66,69120
25,20,8,0.1159,0.67,69120
26,20,8,0.1159,0.65,69120
27,20,8,0.1159,0.66,69120
28,20,8,0.1159,0.64,69120
29,20,8,0.1159,0.66,69120
30,20,8,0.1159,0.66,69120
10,21,8,0.9837,1.44,82752
11,21,8,0.1346,1.49,77988
12,21,8,0.1305,1.36,76816
13,21,8,0.1307,1.29,79188
14,21,8,0.116,1.29,80764
15,21,8,0.116,1.28,79940
16,21,8,0.116,1.24,82144
17,21,8,0.1159,1.32,84100
18,21,8,0.1159,1.32,84084
19,21,8,0.1158,1.28,85668
20,21,8,0.1158,1.36,93348
21,21,8,0.1158,1.4,100652
22,21,8,0.1158,0.67,74836
23,21,8,0.1158,0.65,68800
24,21,8,0.1158,0.66,69120
25,21,8,0.1158,0.66,69120
26,21,8,0.1158,0.66,69120
27,21,8,0.1158,0.66,69120
28,21,8,0.1158,0.66,68800
29,21,8,0.1158,0.65,68800
30,21,8,0.1158,0.66,68800
10,22,8,0.9816,1.39,82212
11,22,8,0.1342,1.5,78468
12,22,8,0.1302,1.29,77204
13,22,8,0.1304,1.3,78228
14,22,8,0.1156,1.3,78636
15,22,8,0.1157,1.28,79384
16,22,8,0.1157,1.33,80540
17,22,8,0.1157,1.3,82880
18,22,8,0.1156,1.32,83944
19,22,8,0.1156,1.28,84400
20,22,8,0.1155,1.38,83972
21,22,8,0.1155,1.35,91992
22,22,8,0.1155,1.4,99940
23,22,8,0.1155,0.66,68800
24,22,8,0.1155,0.64,69120
25,22,8,0.1155,0.65,69120
26,22,8,0.1155,0.66,69120
27,22,8,0.1155,0.66,75152
28,22,8,0.1155,0.66,69120
29,22,8,0.1155,0.65,75156
30,22,8,0.1155,0.66,69120
10,23,8,0.98,1.36,82884
11,23,8,0.1341,1.43,77544
12,23,8,0.1186,1.33,76688
13,23,8,0.1301,1.26,78592
14,23,8,0.1154,1.26,77488
15,23,8,0.1153,1.32,79468
16,23,8,0.1155,1.28,79796
17,23,8,0.1154,1.33,80200
18,23,8,0.1154,1.31,80800
19,23,8,0.1153,1.33,83600
20,23,8,0.1153,1.31,82948
21,23,8,0.1154,1.36,86648
22,23,8,0.1153,1.34,91576
23,23,8,0.1152,1.39,99928
24,23,8,0.1152,0.66,69120
25,23,8,0.1152,0.64,68800
26,23,8,0.1152,0.66,69120
27,23,8,0.1152,0.66,69120
28,23,8,0.1152,0.66,68800
29,23,8,0.1152,0.65,69120
30,23,8,0.1152,0.65,69120
10,24,8,0.9769,1.31,75372
11,24,8,0.1334,1.44,77100
12,24,8,0.1179,1.26,75544
13,24,8,0.1114,1.25,78196
14,24,8,0.1111,1.25,78344
15,24,8,0.111,1.29,79508
16,24,8,0.1113,1.23,79796
17,24,8,0.1112,1.28,80040
18,24,8,0.111,1.29,79108
19,24,8,0.111,1.25,80860
20,24,8,0.111,1.3,83832
21,24,8,0.111,1.34,83052
22,24,8,0.111,1.3,85884
23,24,8,0.1109,1.31,89328
24,24,8,0.1109,1.44,100416
25,24,8,0.1109,0.65,69120
26,24,8,0.1109,0.65,69120
27,24,8,0.1109,0.65,68800
28,24,8,0.1109,0.66,69120
29,24,8,0.1109,0.66,69120
30,24,8,0.1109,0.65,69120
10,25,8,0.9759,1.28,76044
11,25,8,0.1334,1.47,77524
12,25,8,0.1178,1.25,76500
13,25,8,0.1113,1.26,78752
14,25,8,0.111,1.27,77768
15,25,8,0.1108,1.27,79984
16,25,8,0.1111,1.24,79780
17,25,8,0.1111,1.29,78612
18,25,8,0.1109,1.29,79584
19,25,8,0.111,1.27,78724
20,25,8,0.1107,1.23,81660
21,25,8,0.1108,1.29,83364
22,25,8,0.1107,1.29,86472
23,25,8,0.1107,1.35,86772
24,25,8,0.1106,1.39,91416
25,25,8,0.1106,1.4,99740
26,25,8,0.1106,0.65,75156
27,25,8,0.1106,0.66,68800
28,25,8,0.1106,0.66,69120
29,25,8,0.1106,0.66,69120
30,25,8,0.1106,0.66,69120
10,26,8,0.9738,1.26,80612
11,26,8,0.1331,1.47,76888
12,26,8,0.1111,1.32,76172
13,26,8,0.1112,1.25,79104
14,26,8,0.111,1.31,79008
15,26,8,0.1108,1.25,78372
16,26,8,0.111,1.28,79072
17,26,8,0.111,1.32,78272
18,26,8,0.1107,1.27,79476
19,26,8,0.1107,1.36,80728
20,26,8,0.1104,1.32,81328
21,26,8,0.1106,1.37,84416
22,26,8,0.1106,1.27,83148
23,26,8,0.1105,1.38,84980
24,26,8,0.1105,1.33,85140
25,26,8,0.1104,1.36,90404
26,26,8,0.1105,1.43,101264
27,26,8,0.1105,0.69,69120
28,26,8,0.1105,0.67,69120
29,26,8,0.1105,0.65,69120
30,26,8,0.1105,0.67,69120
10,27,8,0.9698,1.24,80096
11,27,8,0.1324,1.47,77100
12,27,8,0.1104,1.27,75428
13,27,8,0.1106,1.3,76320
14,27,8,0.1105,1.3,77516
15,27,8,0.1103,1.28,77364
16,27,8,0.1028,1.34,77480
17,27,8,0.1104,1.27,79432
18,27,8,0.1103,1.29,78560
19,27,8,0.1026,1.27,78984
20,27,8,0.1024,1.28,79232
21,27,8,0.1024,1.29,81024
22,27,8,0.1024,1.34,82368
23,27,8,0.1022,1.29,81696
24,27,8,0.1022,1.3,82904
25,27,8,0.102,1.32,85708
26,27,8,0.1021,1.36,89656
27,27,8,0.1018,1.44,102108
28,27,8,0.1018,0.67,75152
29,27,8,0.1018,0.66,74832
30,27,8,0.1018,0.66,68800
10,28,8,0.9662,1.21,78652
11,28,8,0.1321,1.44,78972
12,28,8,0.1105,1.28,74972
13,28,8,0.1105,1.25,78100
14,28,8,0.1104,1.28,77776
15,28,8,0.1103,1.27,77940
16,28,8,0.1027,1.27,77840
17,28,8,0.1104,1.27,76548
18,28,8,0.11,1.25,79268
19,28,8,0.1025,1.28,78884
20,28,8,0.1021,1.28,79288
21,28,8,0.1023,1.25,81440
22,28,8,0.1021,1.33,80868
23,28,8,0.1022,1.28,79580
24,28,8,0.1022,1.34,80708
25,28,8,0.102,1.34,82264
26,28,8,0.102,1.31,85228
27,28,8,0.1018,1.37,90880
28,28,8,0.1018,1.39,100024
29,28,8,0.1018,0.65,69120
30,28,8,0.1018,0.65,69120
10,29,8,0.9621,1.21,79332
11,29,8,0.1318,1.36,76504
12,29,8,0.1103,1.23,75152
13,29,8,0.1101,1.26,76412
14,29,8,0.11,1.28,77528
15,29,8,0.11,1.24,77020
16,29,8,0.1022,1.24,77624
17,29,8,0.1101,1.23,77444
18,29,8,0.1097,1.26,78200
19,29,8,0.102,1.31,77524
20,29,8,0.1018,1.26,77924
21,29,8,0.1019,1.26,79936
22,29,8,0.1016,1.25,79404
23,29,8,0.1017,1.24,79764
24,29,8,0.1017,1.28,80192
25,29,8,0.1015,1.33,82384
26,29,8,0.1013,1.32,85036
27,29,8,0.1013,1.27,84824
28,29,8,0.1012,1.31,90680
29,29,8,0.1011,1.4,102608
30,29,8,0.1011,0.66,68800
10,30,8,0.9594,1.27,77460
11,30,8,0.1316,1.39,76760
12,30,8,0.1097,1.25,75156
13,30,8,0.1024,1.26,77332
14,30,8,0.1099,1.26,77104
15,30,8,0.1098,1.26,77320
16,30,8,0.1021,1.26,78864
17,30,8,0.1027,1.26,77864
18,30,8,0.1097,1.24,77300
19,30,8,0.102,1.26,77228
20,30,8,0.1018,1.28,79308
21,30,8,0.1017,1.2,79912
22,30,8,0.1015,1.28,80012
23,30,8,0.1017,1.28,79220
24,30,8,0.1015,1.32,78028
25,30,8,0.1014,1.29,78168
26,30,8,0.101,1.26,81308
27,30,8,0.1012,1.28,85604
28,30,8,0.1011,1.34,84720
29,30,8,0.1011,1.31,89300
30,30,8,0.1009,1.34,102292
10,31,8,0.957,1.35,75264
11,31,8,0.1313,1.38,76112
12,31,8,0.1092,1.23,74104
13,31,8,0.1023,1.28,77620
14,31,8,0.1098,1.28,76532
15,31,8,0.1096,1.25,76520
16,31,8,0.1019,1.24,76920
17,31,8,0.1024,1.28,77820
18,31,8,0.1024,1.29,77880
19,31,8,0.1019,1.22,77512
20,31,8,0.1016,1.31,78956
21,31,8,0.1016,1.27,79588
22,31,8,0.1013,1.3,79572
23,31,8,0.1015,1.29,78320
24,31,8,0.1012,1.29,78348
25,31,8,0.1012,1.27,80584
26,31,8,0.1007,1.28,82976
27,31,8,0.1009,1.29,82288
28,31,8,0.1007,1.34,85516
29,31,8,0.1007,1.26,86956
30,31,8,0.1003,1.33,89476
10,32,8,0.9541,1.37,75152
11,32,8,0.1309,1.34,75484
12,32,8,0.1088,1.24,74128
13,32,8,0.1017,1.22,77132
14,32,8,0.104,1.26,77932
15,32,8,0.1039,1.27,76172
16,32,8,0.1016,1.25,76216
17,32,8,0.1021,1.28,77948
18,32,8,0.1021,1.25,77420
19,32,8,0.1015,1.26,78644
20,32,8,0.1012,1.3,78928
21,32,8,0.1013,1.24,79192
22,32,8,0.101,1.3,78712
23,32,8,0.1013,1.32,76380
24,32,8,0.1007,1.32,76984
25,32,8,0.1008,1.29,79636
26,32,8,0.1003,1.3,80772
27,32,8,0.1004,1.26,82676
28,32,8,0.1002,1.26,81624
29,32,8,0.1003,1.3,84580
30,32,8,0.0999,1.28,85900
10,33,8,0.1615,1.43,78912
11,33,8,0.1304,1.34,75376
12,33,8,0.0986,1.25,74444
13,33,8,0.1011,1.27,76800
14,33,8,0.0987,1.26,76768
15,33,8,0.0987,1.27,77336
16,33,8,0.0991,1.24,76368
17,33,8,0.0988,1.25,77348
18,33,8,0.0989,1.26,75828
19,33,8,0.0986,1.26,79364
20,33,8,0.0982,1.26,79120
21,33,8,0.0983,1.28,77264
22,33,8,0.0979,1.22,78968
23,33,8,0.0984,1.3,77332
24,33,8,0.0979,1.31,77356
25,33,8,0.0977,1.26,77592
26,33,8,0.0975,1.32,80260
27,33,8,0.097,1.25,80164
28,33,8,0.0972,1.26,81244
29,33,8,0.0973,1.36,83068
30,33,8,0.0969,1.27,83724
10,34,8,0.1606,1.42,75388
11,34,8,0.13,1.27,76296
12,34,8,0.098,1.25,75148
13,34,8,0.1002,1.28,76340
14,34,8,0.0979,1.27,75828
15,34,8,0.0979,1.25,77360
16,34,8,0.0986,1.24,76888
17,34,8,0.0981,1.27,78864
18,34,8,0.0982,1.23,76624
19,34,8,0.0977,1.23,76912
20,34,8,0.0977,1.21,79296
21,34,8,0.0975,1.26,78020
22,34,8,0.0946,1.24,77824
23,34,8,0.095,1.28,74832
24,34,8,0.0945,1.24,76968
25,34,8,0.0943,1.3,76648
26,34,8,0.0938,1.25,81488
27,34,8,0.0935,1.28,79964
28,34,8,0.0939,1.29,79768
29,34,8,0.0939,1.3,81116
30,34,8,0.0936,1.28,82780
10,35,8,0.1599,1.47,74944
11,35,8,0.1144,1.27,76408
12,35,8,0.0974,1.23,74832
13,35,8,0.0993,1.28,76380
14,35,8,0.0972,1.27,78060
15,35,8,0.0971,1.24,77140
16,35,8,0.0978,1.31,75896
17,35,8,0.0974,1.25,77712
18,35,8,0.0974,1.24,77240
19,35,8,0.0966,1.24,77580
20,35,8,0.0966,1.24,77100
21,35,8,0.0967,1.26,77836
22,35,8,0.0937,1.2,78768
23,35,8,0.0939,1.25,76556
24,35,8,0.0936,1.25,77560
25,35,8,0.0931,1.28,76132
26,35,8,0.0931,1.3,79208
27,35,8,0.0925,1.26,78832
28,35,8,0.0928,1.24,80148
29,35,8,0.0927,1.26,79848
30,35,8,0.0925,1.25,81548
10,36,8,0.1584,1.48,76132
11,36,8,0.1019,1.26,76004
12,36,8,0.0967,1.29,74852
13,36,8,0.094,1.3,76592
14,36,8,0.0943,1.27,77204
15,36,8,0.0942,1.27,76172
16,36,8,0.0972,1.22,77968
17,36,8,0.0948,1.22,77032
18,36,8,0.095,1.24,76172
19,36,8,0.0937,1.25,75396
20,36,8,0.0938,1.26,77920
21,36,8,0.0936,1.28,77956
22,36,8,0.0932,1.25,78644
23,36,8,0.0933,1.23,76512
24,36,8,0.0926,1.23,75420
25,36,8,0.0925,1.26,75944
26,36,8,0.0926,1.26,77600
27,36,8,0.0919,1.25,78208
28,36,8,0.0924,1.25,79516
29,36,8,0.0918,1.24,79468
30,36,8,0.0919,1.26,80408
10,37,8,0.1573,1.45,77752
11,37,8,0.1011,1.27,74740
12,37,8,0.0961,1.25,72568
13,37,8,0.0936,1.26,76220
14,37,8,0.0937,1.23,76188
15,37,8,0.0937,1.24,77004
16,37,8,0.0937,1.26,76460
17,37,8,0.0944,1.26,75728
18,37,8,0.0937,1.22,77908
19,37,8,0.0924,1.23,76800
20,37,8,0.0927,1.24,77000
21,37,8,0.0923,1.27,77828
22,37,8,0.0921,1.23,78196
23,37,8,0.0927,1.24,76212
24,37,8,0.0918,1.23,76344
25,37,8,0.092,1.24,76512
26,37,8,0.0916,1.24,77080
27,37,8,0.0911,1.25,78232
28,37,8,0.0917,1.23,79508
29,37,8,0.0911,1.24,80204
30,37,8,0.0909,1.29,79864
10,38,8,0.1564,1.46,75752
11,38,8,0.1006,1.27,75440
12,38,8,0.0957,1.26,74668
13,38,8,0.093,1.27,75536
14,38,8,0.0931,1.22,76316
15,38,8,0.0931,1.23,76720
16,38,8,0.0927,1.23,75556
17,38,8,0.0936,1.21,76312
18,38,8,0.0932,1.25,74832
19,38,8,0.0919,1.22,77096
20,38,8,0.092,1.24,77624
21,38,8,0.0916,1.21,78112
22,38,8,0.0915,1.21,77744
23,38,8,0.0924,1.24,76248
24,38,8,0.0911,1.25,75156
25,38,8,0.0911,1.23,76320
26,38,8,0.0905,1.26,77288
27,38,8,0.0904,1.22,78540
28,38,8,0.0909,1.25,79368
29,38,8,0.0904,1.24,79280
30,38,8,0.0904,1.23,79188
10,39,8,0.1321,1.47,75784
11,39,8,0.1002,1.33,74388
12,39,8,0.095,1.21,72992
13,39,8,0.0926,1.25,74832
14,39,8,0.0924,1.24,77044
15,39,8,0.0922,1.21,75648
16,39,8,0.0917,1.21,76260
17,39,8,0.0926,1.21,75176
18,39,8,0.092,1.22,78304
19,39,8,0.0911,1.24,75356
20,39,8,0.0911,1.23,77400
21,39,8,0.0905,1.24,76544
22,39,8,0.0908,1.24,78204
23,39,8,0.0917,1.26,75156
24,39,8,0.0904,1.23,74940
25,39,8,0.09,1.25,75824
26,39,8,0.0898,1.23,79528
27,39,8,0.0895,1.25,78328
28,39,8,0.0898,1.2,78612
29,39,8,0.0894,1.25,78960
30,39,8,0.0893,1.23,78480
10,40,8,0.1313,1.46,74896
11,40,8,0.0994,1.3,75128
12,40,8,0.0944,1.28,72588
13,40,8,0.092,1.28,75976
14,40,8,0.0917,1.33,75896
15,40,8,0.0914,1.24,75680
16,40,8,0.0915,1.24,75196
17,40,8,0.0921,1.31,74836
18,40,8,0.0912,1.25,75768
19,40,8,0.0902,1.24,77140
20,40,8,0.09,1.26,77604
21,40,8,0.0899,1.22,77168
22,40,8,0.0903,1.25,78272
23,40,8,0.0911,1.23,75772
24,40,8,0.0897,1.21,75736
25,40,8,0.0894,1.25,75276
26,40,8,0.0893,1.24,77860
27,40,8,0.0886,1.24,77840
28,40,8,0.089,1.24,77568
29,40,8,0.0886,1.28,77992
30,40,8,0.0887,1.24,78792
