seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
16,23,5,0.1155,1.28,79896
17,23,5,0.1154,1.28,80344
18,23,5,0.1154,1.28,82016
19,23,5,0.1153,1.3,81948
20,23,5,0.1153,1.26,85248
21,23,5,0.1154,1.3,85140
22,23,5,0.1153,1.32,91532
23,23,5,0.1152,1.34,99096
24,23,5,0.1152,0.65,69120
25,23,5,0.1152,0.65,69120
26,23,5,0.1152,0.66,69120
27,23,5,0.1152,0.65,69120
28,23,5,0.1152,0.65,69120
29,23,5,0.1152,0.66,69120
30,23,5,0.1152,0.66,69120
10,24,5,0.9769,1.32,82148
11,24,5,0.1334,1.44,79748
12,24,5,0.1179,1.27,77468
13,24,5,0.1114,1.26,78896
14,24,5,0.1111,1.27,77572
15,24,5,0.111,1.27,79048
16,24,5,0.1113,1.28,78976
17,24,5,0.1112,1.3,78552
18,24,5,0.111,1.26,79492
19,24,5,0.111,1.26,80556
20,24,5,0.111,1.28,82824
21,24,5,0.111,1.25,84388
22,24,5,0.111,1.34,86288
23,24,5,0.1109,1.32,90336
24,24,5,0.1109,1.36,99144
25,24,5,0.1109,0.66,75152
26,24,5,0.1109,0.66,68800
27,24,5,0.1109,0.65,69120
28,24,5,0.1109,0.66,74976
29,24,5,0.1109,0.66,68800
30,24,5,0.1109,0.65,69120
10,25,5,0.9759,1.28,79664
11,25,5,0.1334,1.44,77672
12,25,5,0.1178,1.26,75448
13,25,5,0.1113,1.23,78196
14,25,5,0.111,1.26,78360
15,25,5,0.1108,1.3,77816
16,25,5,0.1111,1.29,79156
17,25,5,0.1111,1.27,79316
18,25,5,0.1109,1.29,79488
19,25,5,0.111,1.29,79848
20,25,5,0.1107,1.37,82216
21,25,5,0.1108,1.29,84384
22,25,5,0.1107,1.27,84940
23,25,5,0.1107,1.34,83688
24,25,5,0.1106,1.37,89812
25,25,5,0.1106,1.32,99132
26,25,5,0.1106,0.66,69120
27,25,5,0.1106,0.65,69120
28,25,5,0.1106,0.67,69120
29,25,5,0.1106,0.64,69120
30,25,5,0.1106,0.66,69120
10,26,5,0.9738,1.23,80556
11,26,5,0.1331,1.41,77884
12,26,5,0.1111,1.23,75360
13,26,5,0.1112,1.29,77228
14,26,5,0.111,1.24,79340
15,26,5,0.1108,1.31,77072
16,26,5,0.111,1.26,79288
17,26,5,0.111,1.25,78760
18,26,5,0.1107,1.25,79656
19,26,5,0.1107,1.26,78348
20,26,5,0.1104,1.3,80256
21,26,5,0.1106,1.26,80676
22,26,5,0.1106,1.29,82432
23,26,5,0.1105,1.3,82768
24,26,5,0.1105,1.27,86468
25,26,5,0.1104,1.3,90016
26,26,5,0.1105,1.39,99536
27,26,5,0.1105,0.66,75148
28,26,5,0.1105,0.66,68800
29,26,5,0.1105,0.65,69120
30,26,5,0.1105,0.66,69120
10,27,5,0.9698,1.23,78256
11,27,5,0.1324,1.42,77400
12,27,5,0.1104,1.25,75456
13,27,5,0.1106,1.29,76904
14,27,5,0.1105,1.24,77548
15,27,5,0.1103,1.27,78140
16,27,5,0.1028,1.26,77140
17,27,5,0.1104,1.27,79168
18,27,5,0.1103,1.3,79148
19,27,5,0.1026,1.27,79076
20,27,5,0.1024,1.3,80740
21,27,5,0.1024,1.29,80744
22,27,5,0.1024,1.24,81392
23,27,5,0.1022,1.32,80892
24,27,5,0.1022,1.3,82400
25,27,5,0.102,1.29,85644
26,27,5,0.1021,1.28,91164
27,27,5,0.1018,1.37,100872
28,27,5,0.1018,0.65,69120
29,27,5,0.1018,0.67,69120
30,27,5,0.1018,0.66,69120
10,28,5,0.9662,1.2,79676
11,28,5,0.1321,1.3,77048
12,28,5,0.1105,1.27,74052
13,28,5,0.1105,1.28,76252
14,28,5,0.1104,1.3,78008
15,28,5,0.1103,1.25,78464
16,28,5,0.1027,1.3,78580
17,28,5,0.1104,1.32,77424
18,28,5,0.11,1.25,79240
19,28,5,0.1025,1.25,78576
20,28,5,0.1021,1.27,80348
21,28,5,0.1023,1.25,79688
22,28,5,0.1021,1.28,80188
23,28,5,0.1022,1.35,79788
24,28,5,0.1022,1.25,81160
25,28,5,0.102,1.28,82376
26,28,5,0.102,1.31,85380
27,28,5,0.1018,1.3,91804
28,28,5,0.1018,1.34,99956
29,28,5,0.1018,0.66,75156
30,28,5,0.1018,0.66,69120
10,29,5,0.9621,1.2,78568
11,29,5,0.1318,1.32,76148
12,29,5,0.1103,1.24,73736
13,29,5,0.1101,1.28,77128
14,29,5,0.11,1.33,76608
15,29,5,0.11,1.26,77648
16,29,5,0.1022,1.27,78276
17,29,5,0.1101,1.24,77252
18,29,5,0.1097,1.28,79916
19,29,5,0.102,1.26,77248
20,29,5,0.1018,1.29,78720
21,29,5,0.1019,1.25,80044
22,29,5,0.1016,1.25,79792
23,29,5,0.1017,1.27,80488
24,29,5,0.1017,1.27,78804
25,29,5,0.1015,1.33,82128
26,29,5,0.1013,1.3,83936
27,29,5,0.1013,1.32,84620
28,29,5,0.1012,1.32,89804
29,29,5,0.1011,1.37,102376
30,29,5,0.1011,0.66,68800
10,30,5,0.9594,1.27,76892
11,30,5,0.1316,1.35,77192
12,30,5,0.1097,1.26,74224
13,30,5,0.1024,1.33,78384
14,30,5,0.1099,1.26,75984
15,30,5,0.1098,1.22,77712
16,30,5,0.1021,1.26,77860
17,30,5,0.1027,1.27,76848
18,30,5,0.1097,1.28,76852
19,30,5,0.102,1.24,78076
20,30,5,0.1018,1.27,79200
21,30,5,0.1017,1.25,78372
22,30,5,0.1015,1.24,80112
23,30,5,0.1017,1.27,78340
24,30,5,0.1015,1.26,79632
25,30,5,0.1014,1.25,80432
26,30,5,0.101,1.28,81780
27,30,5,0.1012,1.27,84876
28,30,5,0.1011,1.34,86456
29,30,5,0.1011,1.33,90372
30,30,5,0.1009,1.35,98844
10,31,5,0.957,1.32,77764
11,31,5,0.1313,1.28,76696
12,31,5,0.1092,1.22,74908
13,31,5,0.1023,1.24,76448
14,31,5,0.1098,1.27,78352
15,31,5,0.1096,1.25,77776
16,31,5,0.1019,1.25,77496
17,31,5,0.1024,1.27,78244
18,31,5,0.1024,1.22,77628
19,31,5,0.1019,1.23,77092
20,31,5,0.1016,1.3,80172
21,31,5,0.1016,1.24,80620
22,31,5,0.1013,1.25,80512
23,31,5,0.1015,1.27,77564
24,31,5,0.1012,1.28,78220
25,31,5,0.1012,1.23,78968
26,31,5,0.1007,1.28,81084
27,31,5,0.1009,1.25,82992
28,31,5,0.1007,1.26,83984
29,31,5,0.1007,1.26,87428
30,31,5,0.1003,1.3,90768
10,32,5,0.9541,1.41,77996
11,32,5,0.1309,1.37,75620
12,32,5,0.1088,1.23,73196
13,32,5,0.1017,1.3,76928
14,32,5,0.104,1.21,76204
15,32,5,0.1039,1.24,76804
16,32,5,0.1016,1.29,77016
17,32,5,0.1021,1.24,76832
18,32,5,0.1021,1.22,76084
19,32,5,0.1015,1.25,77460
20,32,5,0.1012,1.24,78200
21,32,5,0.1013,1.27,77476
22,32,5,0.101,1.22,79292
23,32,5,0.1013,1.23,78000
24,32,5,0.1007,1.26,77220
25,32,5,0.1008,1.26,78508
26,32,5,0.1003,1.28,79824
27,32,5,0.1004,1.25,80420
28,32,5,0.1002,1.26,82532
29,32,5,0.1003,1.32,83276
30,32,5,0.0999,1.29,87516
10,33,5,0.1615,1.43,76020
11,33,5,0.1304,1.35,75948
12,33,5,0.0986,1.24,75152
13,33,5,0.1011,1.25,77572
14,33,5,0.0987,1.2,76320
15,33,5,0.0987,1.31,78056
16,33,5,0.0991,1.25,76680
17,33,5,0.0988,1.24,75768
18,33,5,0.0989,1.25,76932
19,33,5,0.0986,1.22,78184
20,33,5,0.0982,1.24,79536
21,33,5,0.0983,1.24,79820
22,33,5,0.0979,1.24,79000
23,33,5,0.0984,1.27,77492
24,33,5,0.0979,1.27,78224
25,33,5,0.0977,1.24,77708
26,33,5,0.0975,1.28,80208
27,33,5,0.097,1.27,81120
28,33,5,0.0972,1.25,81492
29,33,5,0.0973,1.24,82596
30,33,5,0.0969,1.28,85196
10,34,5,0.1606,1.46,75988
11,34,5,0.13,1.28,75264
12,34,5,0.098,1.26,73696
13,34,5,0.1002,1.21,75484
14,34,5,0.0979,1.21,75156
15,34,5,0.0979,1.22,75612
16,34,5,0.0986,1.21,77568
17,34,5,0.0981,1.28,77216
18,34,5,0.0982,1.24,76252
19,34,5,0.0977,1.27,76608
20,34,5,0.0977,1.25,76764
21,34,5,0.0975,1.25,78692
22,34,5,0.0946,1.28,78216
23,34,5,0.095,1.25,76588
24,34,5,0.0945,1.22,76316
25,34,5,0.0943,1.24,77696
26,34,5,0.0938,1.24,79840
27,34,5,0.0935,1.23,79228
28,34,5,0.0939,1.27,79608
29,34,5,0.0939,1.23,81816
30,34,5,0.0936,1.27,82220
10,35,5,0.1599,1.45,75984
11,35,5,0.1144,1.24,75740
12,35,5,0.0974,1.25,74836
13,35,5,0.0993,1.28,75940
14,35,5,0.0972,1.22,77040
15,35,5,0.0971,1.23,76924
16,35,5,0.0978,1.24,77464
17,35,5,0.0974,1.24,77112
18,35,5,0.0974,1.26,76932
19,35,5,0.0966,1.21,76712
20,35,5,0.0966,1.23,76876
21,35,5,0.0967,1.25,78456
22,35,5,0.0937,1.29,78992
23,35,5,0.0939,1.23,75680
24,35,5,0.0936,1.26,76812
25,35,5,0.0931,1.26,76744
26,35,5,0.0931,1.24,79552
27,35,5,0.0925,1.24,80208
28,35,5,0.0928,1.24,80608
29,35,5,0.0927,1.28,82540
30,35,5,0.0925,1.24,80052
10,36,5,0.1584,1.46,75420
11,36,5,0.1019,1.28,74584
12,36,5,0.0967,1.26,73256
13,36,5,0.094,1.25,75684
14,36,5,0.0943,1.21,75824
15,36,5,0.0942,1.2,76944
16,36,5,0.0972,1.25,77284
17,36,5,0.0948,1.23,76540
18,36,5,0.095,1.23,76080
19,36,5,0.0937,1.23,78112
20,36,5,0.0938,1.24,79324
21,36,5,0.0936,1.22,77752
22,36,5,0.0932,1.22,76212
23,36,5,0.0933,1.23,75772
24,36,5,0.0926,1.23,76464
25,36,5,0.0925,1.24,75472
26,36,5,0.0926,1.27,78052
27,36,5,0.0919,1.24,78956
28,36,5,0.0924,1.28,77564
29,36,5,0.0918,1.26,79780
30,36,5,0.0919,1.25,79740
10,37,5,0.1573,1.5,75772
11,37,5,0.1011,1.3,75112
12,37,5,0.0961,1.26,74052
13,37,5,0.0936,1.25,76300
14,37,5,0.0937,1.25,76680
15,37,5,0.0937,1.32,77284
16,37,5,0.0937,1.25,75864
17,37,5,0.0944,1.21,76668
18,37,5,0.0937,1.23,77396
19,37,5,0.0924,1.23,76980
20,37,5,0.0927,1.25,75428
21,37,5,0.0923,1.22,79276
22,37,5,0.0921,1.22,79580
23,37,5,0.0927,1.24,75708
24,37,5,0.0918,1.24,76780
25,37,5,0.092,1.25,75152
26,37,5,0.0916,1.27,77684
27,37,5,0.0911,1.24,77924
28,37,5,0.0917,1.24,78492
29,37,5,0.0911,1.25,79120
30,37,5,0.0909,1.24,78692
10,38,5,0.1564,1.47,76520
11,38,5,0.1006,1.27,75108
12,38,5,0.0957,1.27,74260
13,38,5,0.093,1.29,76276
14,38,5,0.0931,1.22,75956
15,38,5,0.0931,1.28,75968
16,38,5,0.0927,1.2,77652
17,38,5,0.0936,1.21,78848
18,38,5,0.0932,1.24,77148
19,38,5,0.0919,1.23,76968
20,38,5,0.092,1.24,77296
21,38,5,0.0916,1.24,77452
22,38,5,0.0915,1.2,76980
23,38,5,0.0924,1.21,77052
24,38,5,0.0911,1.24,75300
25,38,5,0.0911,1.22,76512
26,38,5,0.0905,1.26,78016
27,38,5,0.0904,1.23,78620
28,38,5,0.0909,1.25,79236
29,38,5,0.0904,1.22,78364
30,38,5,0.0904,1.26,79940
10,39,5,0.1321,1.49,78252
11,39,5,0.1002,1.23,75760
12,39,5,0.095,1.28,72968
13,39,5,0.0926,1.23,76380
14,39,5,0.0924,1.22,76836
15,39,5,0.0922,1.24,75004
16,39,5,0.0917,1.2,75552
17,39,5,0.0926,1.24,76040
18,39,5,0.092,1.26,75728
19,39,5,0.0911,1.23,78180
20,39,5,0.0911,1.24,76396
21,39,5,0.0905,1.23,78104
22,39,5,0.0908,1.21,76288
23,39,5,0.0917,1.28,75076
24,39,5,0.0904,1.24,75232
25,39,5,0.09,1.22,75576
26,39,5,0.0898,1.23,78580
27,39,5,0.0895,1.26,78784
28,39,5,0.0898,1.23,78428
29,39,5,0.0894,1.24,78664
30,39,5,0.0893,1.3,77796
10,40,5,0.1313,1.49,75412
11,40,5,0.0994,1.25,75140
12,40,5,0.0944,1.25,73056
13,40,5,0.092,1.23,76456
14,40,5,0.0917,1.22,77032
15,40,5,0.0914,1.23,75476
16,40,5,0.0915,1.24,75836
17,40,5,0.0921,1.2,75108
18,40,5,0.0912,1.25,76272
19,40,5,0.0902,1.23,75496
20,40,5,0.09,1.21,77760
21,40,5,0.0899,1.24,77248
22,40,5,0.0903,1.23,78244
23,40,5,0.0911,1.2,75520
24,40,5,0.0897,1.22,75204
25,40,5,0.0894,1.24,76056
26,40,5,0.0893,1.25,78672
27,40,5,0.0886,1.22,77752
28,40,5,0.089,1.23,78908
29,40,5,0.0886,1.28,79140
30,40,5,0.0887,1.26,78868
