seeds_minimizer_length,seeds_minimizer_windowsize,seeds_minimizer_density,similarity_score,time,memory
21,21,4,0.1158,1.38,100748
22,21,4,0.1158,0.66,74832
23,21,4,0.1158,0.66,69120
24,21,4,0.1158,0.66,69120
25,21,4,0.1158,0.66,69120
26,21,4,0.1158,0.65,69120
27,21,4,0.1158,0.65,69120
28,21,4,0.1158,0.66,69120
29,21,4,0.1158,0.66,69120
30,21,4,0.1158,0.65,69120
10,22,4,0.9816,1.38,83472
11,22,4,0.1342,1.49,78304
12,22,4,0.1302,1.26,76568
13,22,4,0.1304,1.26,79584
14,22,4,0.1156,1.26,79460
15,22,4,0.1157,1.31,79964
16,22,4,0.1157,1.24,79648
17,22,4,0.1157,1.28,81200
18,22,4,0.1156,1.33,83180
19,22,4,0.1156,1.31,82668
20,22,4,0.1155,1.31,85388
21,22,4,0.1155,1.38,92816
22,22,4,0.1155,1.4,99784
23,22,4,0.1155,0.66,69120
24,22,4,0.1155,0.65,69120
25,22,4,0.1155,0.66,68800
26,22,4,0.1155,0.66,69120
27,22,4,0.1155,0.65,75156
28,22,4,0.1155,0.65,69120
29,22,4,0.1155,0.66,69120
30,22,4,0.1155,0.67,68800
10,23,4,0.98,1.34,82396
11,23,4,0.1341,1.48,78564
12,23,4,0.1186,1.25,76888
13,23,4,0.1301,1.29,78444
14,23,4,0.1154,1.28,78528
15,23,4,0.1153,1.28,78056
16,23,4,0.1155,1.34,80036
17,23,4,0.1154,1.28,80880
18,23,4,0.1154,1.32,80640
19,23,4,0.1153,1.33,82336
20,23,4,0.1153,1.3,85876
21,23,4,0.1154,1.3,84388
22,23,4,0.1153,1.37,91720
23,23,4,0.1152,1.37,100012
24,23,4,0.1152,0.66,68800
25,23,4,0.1152,0.66,69120
26,23,4,0.1152,0.66,69120
27,23,4,0.1152,0.65,69120
28,23,4,0.1152,0.66,69120
29,23,4,0.1152,0.66,69120
30,23,4,0.1152,0.65,75156
10,24,4,0.9769,1.31,81180
11,24,4,0.1334,1.46,78608
12,24,4,0.1179,1.27,76064
13,24,4,0.1114,1.29,76740
14,24,4,0.1111,1.28,77360
15,24,4,0.111,1.33,78784
16,24,4,0.1113,1.26,79244
17,24,4,0.1112,1.27,79588
18,24,4,0.111,1.26,79364
19,24,4,0.111,1.31,79076
20,24,4,0.111,1.29,84932
21,24,4,0.111,1.33,84416
22,24,4,0.111,1.29,85508
23,24,4,0.1109,1.35,90928
24,24,4,0.1109,1.34,98296
25,24,4,0.1109,0.66,69120
26,24,4,0.1109,0.64,68800
27,24,4,0.1109,0.66,69120
28,24,4,0.1109,0.67,69120
29,24,4,0.1109,0.65,69120
30,24,4,0.1109,0.65,69120
10,25,4,0.9759,1.27,80728
11,25,4,0.1334,1.45,77528
12,25,4,0.1178,1.27,75860
13,25,4,0.1113,1.24,79544
14,25,4,0.111,1.3,78452
15,25,4,0.1108,1.28,78544
16,25,4,0.1111,1.25,79332
17,25,4,0.1111,1.28,80456
18,25,4,0.1109,1.29,79580
19,25,4,0.111,1.33,80460
20,25,4,0.1107,1.27,83344
21,25,4,0.1108,1.31,83956
22,25,4,0.1107,1.34,85808
23,25,4,0.1107,1.27,85564
24,25,4,0.1106,1.38,91380
25,25,4,0.1106,1.38,98324
26,25,4,0.1106,0.65,69120
27,25,4,0.1106,0.66,75148
28,25,4,0.1106,0.66,69120
29,25,4,0.1106,0.65,69120
30,25,4,0.1106,0.66,69120
10,26,4,0.9738,1.25,80776
11,26,4,0.1331,1.38,78236
12,26,4,0.1111,1.25,75980
13,26,4,0.1112,1.26,77724
14,26,4,0.111,1.28,77252
15,26,4,0.1108,1.26,78620
16,26,4,0.111,1.25,80656
17,26,4,0.111,1.28,78436
18,26,4,0.1107,1.29,79308
19,26,4,0.1107,1.25,80732
20,26,4,0.1104,1.3,81012
21,26,4,0.1106,1.25,81608
22,26,4,0.1106,1.26,82928
23,26,4,0.1105,1.26,83768
24,26,4,0.1105,1.34,84724
25,26,4,0.1104,1.37,90520
26,26,4,0.1105,1.39,100716
27,26,4,0.1105,0.65,68800
28,26,4,0.1105,0.66,69120
29,26,4,0.1105,0.65,69120
30,26,4,0.1105,0.65,69120
10,27,4,0.9698,1.24,79508
11,27,4,0.1324,1.38,78968
12,27,4,0.1104,1.27,74780
13,27,4,0.1106,1.3,78224
14,27,4,0.1105,1.24,78224
15,27,4,0.1103,1.25,78588
16,27,4,0.1028,1.32,78560
17,27,4,0.1104,1.26,78024
18,27,4,0.1103,1.26,78572
19,27,4,0.1026,1.25,78848
20,27,4,0.1024,1.23,80808
21,27,4,0.1024,1.28,80928
22,27,4,0.1024,1.24,82624
23,27,4,0.1022,1.28,81016
24,27,4,0.1022,1.33,84128
25,27,4,0.102,1.27,85700
26,27,4,0.1021,1.35,88444
27,27,4,0.1018,1.3,101888
28,27,4,0.1018,0.66,69120
29,27,4,0.1018,0.67,69120
30,27,4,0.1018,0.65,69120
10,28,4,0.9662,1.19,79600
11,28,4,0.1321,1.36,77640
12,28,4,0.1105,1.3,74488
13,28,4,0.1105,1.24,77812
14,28,4,0.1104,1.23,77712
15,28,4,0.1103,1.25,76856
16,28,4,0.1027,1.23,77388
17,28,4,0.1104,1.24,77020
18,28,4,0.11,1.24,78956
19,28,4,0.1025,1.27,78484
20,28,4,0.1021,1.25,81092
21,28,4,0.1023,1.26,81428
22,28,4,0.1021,1.24,81772
23,28,4,0.1022,1.29,79912
24,28,4,0.1022,1.35,80504
25,28,4,0.102,1.36,81528
26,28,4,0.102,1.26,84884
27,28,4,0.1018,1.32,90536
28,28,4,0.1018,1.38,102164
29,28,4,0.1018,0.65,75160
30,28,4,0.1018,0.65,69120
10,29,4,0.9621,1.23,80004
11,29,4,0.1318,1.32,78012
12,29,4,0.1103,1.28,74280
13,29,4,0.1101,1.3,76828
14,29,4,0.11,1.23,77160
15,29,4,0.11,1.25,77712
16,29,4,0.1022,1.24,77772
17,29,4,0.1101,1.26,77424
18,29,4,0.1097,1.24,77900
19,29,4,0.102,1.27,78648
20,29,4,0.1018,1.26,79732
21,29,4,0.1019,1.26,79388
22,29,4,0.1016,1.33,81256
23,29,4,0.1017,1.26,78960
24,29,4,0.1017,1.26,80772
25,29,4,0.1015,1.31,80076
26,29,4,0.1013,1.29,82912
27,29,4,0.1013,1.28,86528
28,29,4,0.1012,1.3,89588
29,29,4,0.1011,1.35,100456
30,29,4,0.1011,0.66,75148
10,30,4,0.9594,1.29,76608
11,30,4,0.1316,1.38,76832
12,30,4,0.1097,1.25,74836
13,30,4,0.1024,1.27,77852
14,30,4,0.1099,1.27,77940
15,30,4,0.1098,1.23,77036
16,30,4,0.1021,1.26,77888
17,30,4,0.1027,1.28,76516
18,30,4,0.1097,1.24,78372
19,30,4,0.102,1.24,77296
20,30,4,0.1018,1.29,79304
21,30,4,0.1017,1.24,79524
22,30,4,0.1015,1.24,79188
23,30,4,0.1017,1.28,77368
24,30,4,0.1015,1.32,78808
25,30,4,0.1014,1.26,78948
26,30,4,0.101,1.27,82584
27,30,4,0.1012,1.25,84336
28,30,4,0.1011,1.28,84588
29,30,4,0.1011,1.32,90728
30,30,4,0.1009,1.36,100408
10,31,4,0.957,1.33,78388
11,31,4,0.1313,1.4,76424
12,31,4,0.1092,1.25,74848
13,31,4,0.1023,1.28,78596
14,31,4,0.1098,1.22,76860
15,31,4,0.1096,1.24,76544
16,31,4,0.1019,1.25,77008
17,31,4,0.1024,1.28,77140
18,31,4,0.1024,1.25,76588
19,31,4,0.1019,1.24,78492
20,31,4,0.1016,1.27,79376
21,31,4,0.1016,1.26,79348
22,31,4,0.1013,1.27,80468
23,31,4,0.1015,1.27,78540
24,31,4,0.1012,1.23,78392
25,31,4,0.1012,1.27,79584
26,31,4,0.1007,1.28,83116
27,31,4,0.1009,1.31,81784
28,31,4,0.1007,1.29,83864
29,31,4,0.1007,1.38,86616
30,31,4,0.1003,1.29,89008
10,32,4,0.9541,1.37,77604
11,32,4,0.1309,1.22,76020
12,32,4,0.1088,1.25,74756
13,32,4,0.1017,1.27,75708
14,32,4,0.104,1.21,75776
15,32,4,0.1039,1.25,76688
16,32,4,0.1016,1.22,76052
17,32,4,0.1021,1.25,78748
18,32,4,0.1021,1.22,77340
19,32,4,0.1015,1.28,76504
20,32,4,0.1012,1.26,78544
21,32,4,0.1013,1.26,79220
22,32,4,0.101,1.25,79732
23,32,4,0.1013,1.22,77088
24,32,4,0.1007,1.23,79084
25,32,4,0.1008,1.26,77928
26,32,4,0.1003,1.27,80756
27,32,4,0.1004,1.34,81740
28,32,4,0.1002,1.25,81644
29,32,4,0.1003,1.28,84756
30,32,4,0.0999,1.27,87140
10,33,4,0.1615,1.45,77428
11,33,4,0.1304,1.32,76200
12,33,4,0.0986,1.25,74448
13,33,4,0.1011,1.27,75416
14,33,4,0.0987,1.25,76648
15,33,4,0.0987,1.22,75848
16,33,4,0.0991,1.27,77380
17,33,4,0.0988,1.22,77300
18,33,4,0.0989,1.28,76556
19,33,4,0.0986,1.28,77268
20,33,4,0.0982,1.22,78188
21,33,4,0.0983,1.27,77536
22,33,4,0.0979,1.27,78088
23,33,4,0.0984,1.24,76548
24,33,4,0.0979,1.23,78328
25,33,4,0.0977,1.25,76928
26,33,4,0.0975,1.22,81184
27,33,4,0.097,1.25,79260
28,33,4,0.0972,1.24,80584
29,33,4,0.0973,1.29,84552
30,33,4,0.0969,1.28,86588
10,34,4,0.1606,1.43,76072
11,34,4,0.13,1.29,75332
12,34,4,0.098,1.26,73612
13,34,4,0.1002,1.26,77224
14,34,4,0.0979,1.22,76468
15,34,4,0.0979,1.26,76064
16,34,4,0.0986,1.27,76552
17,34,4,0.0981,1.23,77144
18,34,4,0.0982,1.25,76972
19,34,4,0.0977,1.23,76416
20,34,4,0.0977,1.27,77808
21,34,4,0.0975,1.25,79212
22,34,4,0.0946,1.25,77972
23,34,4,0.095,1.23,76376
24,34,4,0.0945,1.23,77296
25,34,4,0.0943,1.25,77868
26,34,4,0.0938,1.24,78656
27,34,4,0.0935,1.27,79828
28,34,4,0.0939,1.28,80820
29,34,4,0.0939,1.26,80576
30,34,4,0.0936,1.25,81192
10,35,4,0.1599,1.45,76876
11,35,4,0.1144,1.26,75572
12,35,4,0.0974,1.25,73868
13,35,4,0.0993,1.22,75412
14,35,4,0.0972,1.19,76872
15,35,4,0.0971,1.25,77532
16,35,4,0.0978,1.23,77016
17,35,4,0.0974,1.26,77004
18,35,4,0.0974,1.23,76440
19,35,4,0.0966,1.22,75496
20,35,4,0.0966,1.21,77780
21,35,4,0.0967,1.26,78184
22,35,4,0.0937,1.24,77680
23,35,4,0.0939,1.24,76576
24,35,4,0.0936,1.25,76016
25,35,4,0.0931,1.26,77308
26,35,4,0.0931,1.25,78996
27,35,4,0.0925,1.23,79976
28,35,4,0.0928,1.25,80304
29,35,4,0.0927,1.26,82476
30,35,4,0.0925,1.25,80764
10,36,4,0.1584,1.45,76328
11,36,4,0.1019,1.28,76196
12,36,4,0.0967,1.27,74432
13,36,4,0.094,1.26,75468
14,36,4,0.0943,1.23,76892
15,36,4,0.0942,1.27,76524
16,36,4,0.0972,1.23,75944
17,36,4,0.0948,1.24,75672
18,36,4,0.095,1.24,77648
19,36,4,0.0937,1.25,77860
20,36,4,0.0938,1.21,76756
21,36,4,0.0936,1.24,77852
22,36,4,0.0932,1.24,78144
23,36,4,0.0933,1.27,75480
24,36,4,0.0926,1.23,75372
25,36,4,0.0925,1.23,77204
26,36,4,0.0926,1.22,78424
27,36,4,0.0919,1.23,78424
28,36,4,0.0924,1.22,79444
29,36,4,0.0918,1.27,78656
30,36,4,0.0919,1.23,79292
10,37,4,0.1573,1.46,76704
11,37,4,0.1011,1.26,75136
12,37,4,0.0961,1.22,72952
13,37,4,0.0936,1.23,75720
14,37,4,0.0937,1.25,75980
15,37,4,0.0937,1.22,76912
16,37,4,0.0937,1.23,76964
17,37,4,0.0944,1.24,77120
18,37,4,0.0937,1.22,76724
19,37,4,0.0924,1.23,77368
20,37,4,0.0927,1.24,76920
21,37,4,0.0923,1.24,77928
22,37,4,0.0921,1.24,79816
23,37,4,0.0927,1.25,75696
24,37,4,0.0918,1.26,76828
25,37,4,0.092,1.23,76008
26,37,4,0.0916,1.25,78868
27,37,4,0.0911,1.24,79716
28,37,4,0.0917,1.23,78756
29,37,4,0.0911,1.25,80320
30,37,4,0.0909,1.28,80124
10,38,4,0.1564,1.46,76156
11,38,4,0.1006,1.28,75268
12,38,4,0.0957,1.27,74036
13,38,4,0.093,1.24,77004
14,38,4,0.0931,1.24,76512
15,38,4,0.0931,1.22,76884
16,38,4,0.0927,1.22,75108
17,38,4,0.0936,1.25,75536
18,38,4,0.0932,1.21,76972
19,38,4,0.0919,1.24,76196
20,38,4,0.092,1.27,76984
21,38,4,0.0916,1.23,77620
22,38,4,0.0915,1.26,78312
23,38,4,0.0924,1.23,76228
24,38,4,0.0911,1.21,75824
25,38,4,0.0911,1.26,76008
26,38,4,0.0905,1.25,78888
27,38,4,0.0904,1.23,79380
28,38,4,0.0909,1.26,78320
29,38,4,0.0904,1.27,79188
30,38,4,0.0904,1.25,79340
10,39,4,0.1321,1.48,75764
11,39,4,0.1002,1.27,75860
12,39,4,0.095,1.28,73404
13,39,4,0.0926,1.24,76264
14,39,4,0.0924,1.24,76352
15,39,4,0.0922,1.23,76628
16,39,4,0.0917,1.22,76012
17,39,4,0.0926,1.22,75556
18,39,4,0.092,1.23,76788
19,39,4,0.0911,1.21,76884
20,39,4,0.0911,1.24,76620
21,39,4,0.0905,1.25,77596
22,39,4,0.0908,1.27,77844
23,39,4,0.0917,1.22,76932
24,39,4,0.0904,1.25,74776
25,39,4,0.09,1.26,75324
26,39,4,0.0898,1.24,76224
27,39,4,0.0895,1.22,78724
28,39,4,0.0898,1.24,78588
29,39,4,0.0894,1.25,78740
30,39,4,0.0893,1.22,79036
10,40,4,0.1313,1.48,75276
11,40,4,0.0994,1.21,77684
12,40,4,0.0944,1.27,75152
13,40,4,0.092,1.29,76112
14,40,4,0.0917,1.25,76612
15,40,4,0.0914,1.24,75560
16,40,4,0.0915,1.27,75716
17,40,4,0.0921,1.24,75312
18,40,4,0.0912,1.22,75592
19,40,4,0.0902,1.22,75484
20,40,4,0.09,1.23,76404
21,40,4,0.0899,1.24,77848
22,40,4,0.0903,1.24,76776
23,40,4,0.0911,1.22,74920
24,40,4,0.0897,1.22,75608
25,40,4,0.0894,1.25,76528
26,40,4,0.0893,1.25,77988
27,40,4,0.0886,1.25,78380
28,40,4,0.089,1.22,78588
29,40,4,0.0886,1.24,78284
30,40,4,0.0887,1.26,79312
